CID	Activity	MolecularWeight	HeavyAtomCount	RotatableBondCount	Complexity	XLogP	TPSA	HBondDonorCount	HBondAcceptorCount
7864	Inactive	80.510000	4	1	10.0	0.8	9.2	0	1
7865	Inactive	60.050000	4	1	18.0	0.000	26.3	0	2
7866	Inactive	126.130000	7	2	117.0	-1.6	83.0	2	4
7868	Inactive	112.210000	8	2	82.7	3.7	0.0	0	0
7869	Inactive	112.210000	8	1	87.1	3.6	0.0	0	0
7870	Inactive	118.170000	8	2	68.9	0.3	40.5	2	2
7873	Inactive	290.190000	17	10	246.0	0.4	80.3	0	7
7877	Inactive	127.180000	9	2	121.0	1.1	29.1	1	1
7881	Inactive	210.210000	13	8	146.0	1.5	55.8	1	4
7882	Inactive	139.180000	8	3	133.0	-3.6	74.8	2	4
7884	Inactive	130.180000	9	3	106.0	0.4	26.3	0	2
7888	Inactive	172.260000	12	6	130.0	1.6	37.3	1	2
7892	Inactive	86.180000	6	2	21.2	3.2	0.0	0	0
7896	Inactive	90.120000	6	2	28.7	-0.400	40.5	2	2
7899	Inactive	108.520000	6	2	52.8	0.400	37.3	1	2
7900	Inactive	90.120000	6	2	28.7	-0.200	29.5	1	2
7903	Inactive	89.090000	6	1	47.2	0.900	45.8	0	2
7904	Inactive	86.090000	6	2	65.9	0.700	26.3	0	2
7908	Inactive	101.190000	7	2	41.4	1.4	26.0	1	1
7909	Inactive	100.160000	7	2	64.6	1.300	17.1	0	1
7910	Inactive	102.170000	7	2	41.4	1.7	20.2	1	1
7912	Inactive	101.190000	7	2	33.4	1.400	12.0	1	1
7913	Inactive	103.080000	7	0	87.1	-0.7	98.2	3	2
7914	Inactive	102.170000	7	2	33.4	1.500	9.2	0	1
7915	Inactive	102.130000	7	2	66.5	0.9	26.3	0	2
7916	Inactive	100.120000	7	2	94.3	1.0	26.3	0	2
7918	Inactive	102.090000	7	2	83.1	-0.1	43.4	0	3
7919	Inactive	136.200000	7	2	70.1	2.1	42.3	1	3
7921	Inactive	100.120000	7	0	88.1	0.6	26.3	0	2
7922	Inactive	100.070000	7	0	102.0	-0.5	43.4	0	3
7923	Inactive	98.060000	7	0	129.0	-0.100	43.4	0	3
7929	Inactive	106.160000	8	0	58.4	3.200	0.0	0	0
7931	Inactive	126.580000	8	0	70.8	3.300	0.0	0	0
7932	Inactive	127.570000	8	0	74.9	1.900	26.0	1	1
7933	Inactive	128.550000	8	0	74.9	2.500	20.2	1	1
7934	Inactive	107.150000	8	0	70.8	1.400	26.0	1	1
7940	Inactive	114.100000	8	0	114.0	-0.100	43.4	0	3
7943	Inactive	132.110000	9	4	104.0	0.000	52.6	0	4
7944	Inactive	171.060000	9	4	60.1	2.1	9.2	0	1
7945	Inactive	130.180000	9	4	86.9	1.7	26.3	0	2
7946	Inactive	132.160000	9	4	90.3	0.4	35.5	0	3
7947	Inactive	120.190000	9	0	55.0	3.400	0.0	0	0
7948	Inactive	122.160000	9	0	80.6	2.400	20.2	1	1
7949	Inactive	121.180000	9	0	80.6	2.000	26.0	1	1
7950	Inactive	181.400000	9	0	63.3	4.200	0.0	0	0
7954	Inactive	184.410000	9	0	69.3	2.9	38.7	0	3
7955	Inactive	126.120000	9	0	63.3	-1.400	117.0	3	6
7957	Inactive	144.250000	10	4	66.8	3.0	20.2	1	1
7958	Inactive	142.240000	10	4	91.3	2.5	17.1	0	1
7961	Inactive	157.010000	7	0	46.1	3.000	0.0	0	0
7963	Inactive	93.130000	7	0	46.1	1.200	12.9	0	1
7964	Inactive	112.550000	7	0	46.1	2.900	0.0	0	0
7965	Inactive	99.170000	7	0	46.1	1.500	26.0	1	1
7966	Inactive	100.160000	7	0	46.1	1.200	20.2	1	1
7967	Inactive	98.140000	7	0	68.2	0.800	17.1	0	1
7969	Inactive	110.180000	7	0	46.1	2.500	1.0	1	1
7972	Inactive	101.150000	7	0	50.0	-0.300	12.5	0	2
7975	Inactive	93.130000	7	0	52.1	1.100	12.9	0	1
7977	Inactive	113.540000	7	0	56.0	1.200	12.9	0	1
7979	Inactive	286.320000	20	13	314.0	1.6	71.1	0	6
7980	Inactive	330.370000	23	16	354.0	1.5	80.3	0	7
7984	Inactive	254.410000	18	0	201.0	6.3	26.3	0	2
7985	Inactive	356.500000	25	20	285.0	6.9	52.6	0	4
7986	Inactive	314.500000	22	17	248.0	5.3	52.6	0	4
7991	Inactive	102.130000	7	3	59.1	1.400	37.3	1	2
7992	Inactive	100.160000	7	3	48.1	2.2	9.2	0	1
7993	Inactive	102.180000	7	3	35.1	-0.3	29.3	1	2
7996	Inactive	104.150000	7	3	35.1	0.100	29.5	1	2
7997	Inactive	102.130000	7	3	59.1	1.200	26.3	0	2
8001	Inactive	201.890000	5	2	12.4	2.400	0.0	0	0
8003	Inactive	72.150000	5	2	7.5	3.400	0.0	0	0
8004	Inactive	70.135000	5	2	21.2	2.4	0.0	0	0
8005	Inactive	92.570000	5	2	13.1	2.600	0.0	0	0
8007	Inactive	73.140000	5	2	13.1	1.000	26.0	1	1
8012	Inactive	90.190000	5	2	13.1	2.300	1.0	1	1
8016	Inactive	75.110000	5	2	16.4	-0.900	32.3	2	2
8017	Inactive	76.100000	5	2	17.1	-1.6	58.3	3	3
8019	Inactive	76.090000	5	2	14.4	-0.800	29.5	1	2
8021	Inactive	73.140000	5	2	11.1	0.600	12.0	1	1
8026	Inactive	75.070000	5	1	28.8	0.4	38.7	0	3
8029	Inactive	68.070000	5	0	22.8	1.300	13.1	0	1
8031	Inactive	146.230000	10	3	91.8	0.8	40.5	2	2
8033	Inactive	146.230000	10	3	80.8	2.1	18.5	0	2
8034	Inactive	114.190000	8	3	74.5	1.900	17.1	0	1
8035	Inactive	114.140000	8	3	91.1	-0.300	34.1	0	2
8039	Inactive	118.100000	8	0	96.6	-2.1	110.0	4	2
8041	Inactive	154.170000	11	4	167.0	0.1	58.2	2	2
8042	Inactive	270.500000	19	14	199.0	7.2	26.3	0	2
8046	Inactive	314.500000	22	17	248.0	5.3	52.6	0	4
8048	Inactive	200.320000	14	10	132.0	4.6	26.3	0	2
8049	Inactive	258.350000	18	13	202.0	3.5	52.6	0	4
8051	Inactive	114.190000	8	4	66.8	2.000	17.1	0	1
8053	Inactive	117.150000	8	3	63.4	1.7	38.7	0	3
8056	Inactive	215.910000	6	3	17.5	2.5	0.0	0	0
8057	Inactive	151.040000	6	3	19.9	3.400	0.0	0	0
8058	Inactive	86.180000	6	3	12.0	3.900	0.0	0	0
8061	Inactive	83.130000	6	2	57.6	1.100	23.8	0	1
8062	Inactive	80.090000	6	1	92.0	-1.000	47.6	0	2
8063	Inactive	86.130000	6	3	32.9	1.1	17.1	0	1
8064	Inactive	90.120000	6	3	17.5	-0.800	40.5	2	2
8066	Inactive	86.090000	6	0	66.0	-1.1	40.5	2	2
8069	Inactive	87.120000	6	2	42.8	0.8	32.6	1	2
8071	Inactive	90.120000	6	3	17.5	-0.200	18.5	0	2
8072	Inactive	89.140000	6	3	23.5	-0.5	32.3	2	2
8076	Inactive	90.120000	6	3	21.5	-0.300	29.5	1	2
8078	Inactive	84.160000	6	0	15.5	3.400	0.0	0	0
8080	Inactive	84.120000	6	0	57.0	0.700	9.2	0	1
8081	Inactive	90.080000	6	0	21.5	-0.400	27.7	0	3
8082	Inactive	85.150000	6	0	30.9	0.800	12.0	1	1
8083	Inactive	87.120000	6	0	34.5	-0.900	21.3	1	2
8084	Inactive	130.230000	9	4	51.9	0.7	6.5	0	2
8085	Inactive	129.240000	9	4	49.6	2.5	12.0	1	1
8086	Inactive	133.190000	9	4	60.1	-0.800	52.5	3	3
8088	Inactive	134.090000	9	4	104.0	-0.7	83.8	2	5
8089	Inactive	422.800000	30	21	308.0	14.7	0.0	0	0
8091	Inactive	158.240000	11	7	99.7	3.600	26.3	0	2
8092	Inactive	154.210000	11	4	171.0	3.2	26.3	0	2
8094	Inactive	130.180000	9	5	79.0	2.500	37.3	1	2
8095	Inactive	132.160000	9	5	80.4	0.3	35.5	0	3
8096	Inactive	178.210000	11	6	130.0	-0.1	99.9	2	5
8097	Inactive	172.310000	12	7	77.8	1.7	6.5	0	2
8098	Inactive	234.250000	16	11	182.0	-0.3	71.1	0	6
8100	Inactive	229.940000	7	4	25.3	2.8	0.0	0	0
8101	Inactive	165.070000	7	4	27.4	3.800	0.0	0	0
8102	Inactive	101.190000	7	4	27.4	2.100	26.0	1	1
8103	Inactive	102.170000	7	4	27.4	2.000	20.2	1	1
8105	Inactive	104.150000	7	4	25.3	-0.100	40.5	2	2
8110	Inactive	99.130000	7	3	74.1	2.300	29.4	0	2
8112	Inactive	104.150000	7	4	32.9	-1.700	58.3	3	3
8114	Inactive	102.170000	7	4	23.4	2.000	9.2	0	1
8115	Inactive	143.010000	7	4	28.9	1.300	9.2	0	1
8117	Inactive	106.120000	7	4	26.1	-1.3	49.7	2	3
8121	Inactive	146.140000	10	5	114.0	0.0	52.6	0	4
8124	Inactive	162.660000	10	6	91.3	4.000	17.1	0	1
8125	Inactive	112.210000	8	5	46.0	4.600	0.0	0	0
8127	Inactive	115.220000	8	5	35.4	2.600	26.0	1	1
8128	Inactive	108.140000	8	3	113.0	-0.300	47.6	0	2
8129	Inactive	116.200000	8	5	35.4	2.700	20.2	1	1
8133	Inactive	118.170000	8	5	37.5	0.800	29.5	1	2
8134	Inactive	120.150000	8	5	38.7	-0.900	38.7	1	3
8137	Inactive	168.230000	12	5	183.0	3.7	26.3	0	2
8138	Inactive	198.300000	14	10	152.0	4.200	26.3	0	2
8139	Inactive	214.340000	15	11	144.0	5.800	26.3	0	2
8140	Inactive	193.120000	9	6	43.8	4.900	0.0	0	0
8141	Inactive	128.250000	9	6	33.3	4.500	0.0	0	0
8142	Inactive	148.670000	9	6	43.8	4.700	0.0	0	0
8143	Inactive	129.240000	9	6	43.8	3.100	26.0	1	1
8146	Inactive	134.170000	9	6	47.6	-0.500	38.7	1	3
8147	Inactive	173.030000	9	6	46.2	1.200	18.5	0	2
8149	Inactive	123.160000	9	4	126.0	-0.8	59.6	1	3
8150	Inactive	134.170000	9	6	41.6	-0.400	27.7	0	3
8151	Inactive	140.210000	9	4	129.0	0.3	72.9	0	3
8158	Inactive	158.240000	11	7	99.7	3.500	37.3	1	2
8159	Inactive	158.240000	11	7	99.7	2.900	26.3	0	2
8160	Inactive	160.210000	11	7	102.0	1.2	35.5	0	3
8163	Inactive	170.290000	12	8	108.0	4.100	17.1	0	1
8164	Inactive	172.260000	12	8	110.0	3.400	26.3	0	2
8165	Inactive	176.210000	12	8	114.0	0.2	44.8	0	4
8167	Inactive	200.320000	14	10	132.0	4.500	26.3	0	2
8168	Inactive	213.400000	15	11	110.0	5.900	3.2	0	1
8170	Inactive	146.230000	10	7	55.2	1.900	29.5	1	2
8171	Inactive	187.060000	10	7	53.7	1.100	18.5	0	2
8172	Inactive	150.170000	10	7	49.7	-1.600	58.9	2	4
8174	Inactive	158.280000	11	8	61.9	4.600	20.2	1	1
8175	Inactive	156.260000	11	8	78.9	3.8	17.1	0	1
8177	Inactive	162.230000	11	8	66.4	0.600	38.7	1	3
8178	Inactive	164.200000	11	8	67.5	-1.000	47.9	1	4
8179	Inactive	162.230000	11	8	58.4	0.400	27.7	0	3
8181	Inactive	270.500000	19	15	190.0	7.900	26.3	0	2
8182	Inactive	170.330000	12	9	56.4	6.100	0.0	0	0
8183	Inactive	168.320000	12	9	84.0	6.800	0.0	0	0
8184	Inactive	172.310000	12	9	71.4	4.600	20.2	1	1
8186	Inactive	170.290000	12	9	89.0	4.3	17.1	0	1
8187	Inactive	168.280000	12	9	108.0	3.800	17.1	0	1
8189	Inactive	178.230000	12	9	67.5	-0.500	36.9	0	4
8190	Inactive	178.228000	12	9	77.5	-0.700	47.9	1	4
8192	Inactive	204.780000	13	10	81.2	6.900	0.0	0	0
8193	Inactive	186.330000	13	10	81.2	5.100	20.2	1	1
8196	Inactive	203.300000	13	9	144.0	1.700	67.6	0	4
8197	Inactive	189.300000	13	10	78.6	-2.9	88.1	5	5
8199	Inactive	190.280000	13	10	86.2	1.700	38.7	1	3
8200	Inactive	194.230000	13	10	78.6	-1.6	68.2	2	5
8204	Inactive	227.390000	16	11	163.0	4.3	64.4	2	1
8205	Inactive	228.370000	16	12	155.0	5.600	26.3	0	2
8207	Inactive	200.360000	14	11	91.2	5.700	20.2	1	1
8208	Inactive	277.280000	15	12	102.0	8.100	0.0	0	0
8209	Inactive	214.390000	15	12	102.0	6.200	20.2	1	1
8210	Inactive	218.330000	15	12	95.0	1.900	27.7	0	3
8211	Inactive	241.460000	17	13	132.0	6.900	3.2	0	1
8213	Inactive	305.340000	17	14	123.0	9.200	0.0	0	0
8217	Inactive	252.500000	18	15	148.0	10.000	0.0	0	0
8221	Inactive	270.500000	19	16	145.0	8.400	20.2	1	1
8225	Active antagonist	384.500000	28	6	601.0	4.300	52.6	0	4
8226	Inactive	339.400000	25	4	549.0	2.300	68.4	3	3
8227	Inactive	275.400000	20	6	412.0	3.4	37.4	0	2
8258	Inactive	84.120000	6	1	83.4	0.300	20.2	1	1
8262	Inactive	228.300000	13	4	314.0	0.4	85.0	0	4
8265	Inactive	370.800000	18	0	498.0	2.4	43.4	0	3
8266	Inactive	388.800000	19	2	487.0	2.0	74.6	2	4
8269	Active antagonist	401.400000	30	6	625.0	3.5	81.7	1	5
8271	Inactive	246.260000	18	2	388.0	1.800	66.5	1	3
8272	Inactive	670.000000	29	2	662.0	5.800	92.2	2	5
8282	Inactive	119.160000	8	3	61.4	-1.3	66.5	3	3
8285	Inactive	136.150000	9	4	51.8	-2.400	80.9	4	4
8289	Inactive	326.300000	23	6	325.0	4.600	44.8	0	4
8293	Inactive	297.300000	17	5	377.0	1.600	128.0	1	7
8294	Inactive	196.290000	14	6	237.0	3.3	26.3	0	2
8295	Inactive	285.500000	14	9	152.0	1.3	44.8	0	4
8298	Inactive	142.240000	10	0	118.0	2.6	20.2	1	1
8303	Inactive	264.700000	10	0	124.0	3.7	17.1	0	1
8310	Inactive	357.230000	20	3	408.0	1.000	106.0	2	6
8313	Inactive	354.800000	16	2	228.0	2.000	81.6	4	3
8314	Inactive	102.130000	7	2	68.5	1.200	37.3	1	2
8326	Inactive	285.900000	15	0	291.0	3.8	43.4	0	3
8330	Inactive	260.900000	13	0	195.0	3.900	45.8	0	2
8344	Inactive	282.290000	20	10	274.0	1.400	71.1	0	6
8345	Inactive	366.400000	26	16	349.0	4.400	71.1	0	6
8348	Inactive	198.220000	15	2	219.0	3.500	37.3	1	2
8354	Inactive	177.160000	13	1	227.0	1.500	57.6	1	3
8359	Inactive	163.130000	12	0	226.0	1.000	55.4	1	3
8360	Inactive	197.020000	11	0	229.0	1.1	40.6	0	2
8363	Inactive	228.240000	17	4	246.0	3.200	46.5	1	3
8364	Inactive	250.330000	18	8	240.0	5.700	46.5	1	3
8365	Inactive	166.170000	12	3	156.0	3.000	46.5	1	3
8367	Inactive	188.270000	14	3	181.0	2.500	41.8	2	1
8368	Inactive	161.030000	9	0	82.9	4.300	0.0	0	0
8369	Inactive	126.110000	9	0	200.0	0.4	46.5	1	3
8370	Inactive	284.800000	12	0	104.0	5.700	0.0	0	0
8374	Inactive	156.560000	10	1	136.0	2.100	37.3	1	2
8375	Inactive	136.150000	10	1	131.0	1.900	37.3	1	2
8378	Inactive	614.600000	42	9	872.0	-9.0	353.0	13	19
8390	Inactive	152.150000	11	0	155.0	1.700	71.8	1	3
8391	Inactive	153.140000	11	0	154.0	2.400	66.0	1	3
8394	Inactive	146.150000	11	0	200.0	0.800	41.5	1	2
8395	Inactive	324.300000	24	6	492.0	4.200	61.8	0	5
8404	Inactive	132.200000	10	0	92.6	3.500	0.0	0	0
8405	Inactive	129.160000	10	0	111.0	2.100	12.9	0	1
8407	Inactive	214.220000	16	2	234.0	3.700	57.8	1	3
8413	Inactive	212.290000	16	1	205.0	2.300	52.0	2	2
8416	Inactive	181.230000	13	5	118.0	0.400	43.7	2	3
8418	Inactive	178.230000	14	0	154.0	4.400	0.0	0	0
8419	Inactive	166.170000	12	3	147.0	1.500	35.5	0	3
8420	Inactive	208.240000	14	1	291.0	0.600	62.8	1	3
8422	Inactive	202.210000	15	3	227.0	2.500	46.5	1	3
8428	Inactive	151.210000	11	2	116.0	2.3	32.3	2	2
8432	Inactive	178.230000	13	4	160.0	2.5	26.3	0	2
8433	Inactive	224.250000	17	4	243.0	3.1	34.1	0	2
8434	Inactive	166.170000	12	3	148.0	2.500	46.5	1	3
8437	Inactive	314.300000	23	10	322.0	3.400	61.8	0	5
8439	Inactive	162.180000	12	1	177.0	3.100	18.5	0	2
8441	Inactive	194.180000	14	4	192.0	2.200	52.6	0	4
8443	Inactive	149.190000	11	1	145.0	0.900	29.1	1	1
8445	Inactive	137.180000	10	1	105.0	1.700	35.2	1	2
8446	Inactive	149.210000	10	0	126.0	3.000	41.1	0	2
8447	Inactive	332.500000	20	3	311.0	5.6	133.0	0	6
8449	Inactive	163.000000	9	0	97.1	3.100	20.2	1	1
8452	Inactive	84.120000	6	0	58.3	0.400	17.1	0	1
8453	Inactive	86.090000	6	0	63.2	-1.300	41.1	2	1
8454	Inactive	85.150000	6	0	37.2	0.900	3.2	0	1
8456	Inactive	180.240000	13	2	160.0	3.200	29.5	1	2
8458	Inactive	217.200000	14	1	314.0	0.9	109.0	1	5
8461	Inactive	182.130000	13	0	220.0	2.000	91.6	0	4
8462	Inactive	225.550000	14	0	228.0	2.800	45.8	0	5
8467	Inactive	166.170000	12	3	147.0	1.600	46.5	1	3
8469	Inactive	192.210000	14	4	209.0	1.7	38.8	0	3
8471	Inactive	101.190000	7	3	25.7	1.400	3.2	0	1
8472	Inactive	124.080000	7	3	31.7	0.1	27.7	0	3
8479	Inactive	173.190000	11	1	211.0	-0.600	88.8	2	4
8481	Inactive	233.670000	14	2	301.0	1.400	71.6	1	3
8482	Inactive	214.240000	14	2	299.0	0.000	97.6	2	4
8486	Inactive	145.140000	9	0	125.0	0.800	113.0	1	5
8489	Inactive	157.550000	10	0	134.0	2.500	45.8	0	2
8491	Inactive	171.580000	11	0	157.0	3.400	45.8	0	2
8494	Inactive	165.150000	12	1	197.0	1.400	62.9	0	3
8495	Inactive	185.560000	12	1	201.0	2.800	62.9	0	3
8496	Inactive	166.130000	12	2	179.0	1.700	74.6	2	4
8497	Inactive	167.120000	12	1	198.0	1.800	83.1	1	4
8499	Inactive	166.170000	12	3	148.0	2.300	35.5	0	3
8500	Inactive	134.170000	10	1	121.0	2.100	17.1	0	1
8502	Inactive	185.560000	12	1	193.0	2.900	62.9	0	3
8508	Inactive	545.700000	37	9	1060.0	3.6	132.0	2	7
8522	Inactive	314.120000	15	1	308.0	1.300	23.6	0	2
8532	Inactive	511.300000	36	0	926.0	6.1	92.3	2	6
8549	Inactive	324.400000	24	4	457.0	2.900	45.6	1	4
8552	Inactive	288.280000	20	1	532.0	1.6	96.9	1	5
8553	Inactive	242.650000	17	0	352.0	4.000	34.1	0	2
8554	Inactive	194.180000	14	4	200.0	1.600	52.6	0	4
8559	Inactive	250.290000	18	8	247.0	4.000	52.6	0	4
8560	Inactive	246.260000	18	8	290.0	3.200	52.6	0	4
8561	Inactive	306.400000	22	12	295.0	5.800	52.6	0	4
8570	Inactive	274.270000	20	4	302.0	3.300	76.0	2	5
8572	Inactive	214.220000	16	2	246.0	3.200	57.5	2	3
8575	Inactive	222.240000	16	6	249.0	3.100	63.6	1	4
8593	Inactive	249.260000	19	2	325.0	3.4	50.2	1	3
8594	Inactive	291.300000	22	3	423.0	3.5	66.4	2	3
8609	Inactive	229.230000	17	3	263.0	3.200	72.6	2	4
8612	Inactive	270.750000	18	7	259.0	2.900	55.6	1	4
8614	Inactive	305.070000	14	3	232.0	1.000	66.4	2	3
8617	Inactive	203.240000	15	4	230.0	2.300	53.1	2	2
8621	Inactive	191.050000	11	0	140.0	3.6	20.2	1	1
8630	Inactive	206.020000	12	1	188.0	2.0	63.3	2	3
8635	Inactive	151.160000	11	2	147.0	1.900	52.3	1	3
8651	Inactive	210.230000	16	3	230.0	3.400	34.1	0	2
8652	Inactive	196.240000	15	2	207.0	3.800	17.1	0	1
8657	Inactive	134.220000	10	2	74.0	3.700	0.0	0	0
8674	Inactive	304.300000	19	2	527.0	0.9	146.0	3	7
8689	Inactive	197.240000	15	3	191.0	4.0	36.8	1	3
8693	Inactive	251.280000	18	8	280.0	2.7	65.5	0	5
8697	Inactive	144.210000	10	5	99.4	2.600	37.3	1	2
8698	Inactive	178.230000	13	5	148.0	3.800	26.3	0	2
8706	Inactive	150.200000	10	0	129.0	1.900	67.2	1	3
8708	Inactive	293.400000	20	7	286.0	4.000	56.8	0	5
8710	Inactive	182.300000	13	6	151.0	4.0	17.1	0	1
8712	Inactive	124.210000	8	0	70.8	2.900	1.0	1	1
8717	Inactive	135.210000	10	0	111.0	2.300	26.0	1	1
8723	Inactive	88.150000	6	2	27.1	1.2	20.2	1	1
8738	Inactive	146.180000	10	5	101.0	1.100	46.5	1	3
8739	Inactive	201.200000	13	2	284.0	0.500	106.0	2	5
8748	Inactive	154.250000	11	1	152.0	2.500	20.2	1	1
8758	Inactive	191.140000	13	6	187.0	-3.2	115.0	3	7
8765	Inactive	216.300000	15	2	162.0	2.200	77.3	2	3
8766	Inactive	186.270000	13	2	116.0	4.500	25.3	0	1
8769	Inactive	133.190000	9	5	53.0	0.100	43.7	2	3
8771	Inactive	294.450000	19	11	306.0	5.1	72.0	1	4
8783	Inactive	269.500000	13	9	90.1	1.8	27.7	0	3
8785	Inactive	150.170000	11	3	126.0	2.000	26.3	0	2
8793	Inactive	240.340000	18	7	171.0	2.4	24.1	2	2
8795	Inactive	129.200000	9	2	68.7	-1.3	41.3	2	3
8796	Inactive	170.590000	11	1	143.0	1.800	55.1	2	1
8797	Inactive	150.170000	11	2	135.0	2.100	26.3	0	2
8798	Inactive	187.180000	12	1	205.0	1.300	116.0	1	5
8800	Inactive	198.650000	13	1	177.0	1.900	32.3	1	1
8809	Inactive	334.900000	21	9	311.0	4.6	64.0	0	5
8815	Inactive	148.200000	11	3	112.0	3.400	9.2	0	1
8819	Inactive	144.130000	10	0	115.0	-0.800	65.3	0	6
8820	Inactive	99.090000	7	1	111.0	-1.3	78.9	2	3
8821	Inactive	100.120000	7	3	76.1	1.300	26.3	0	2
8823	Inactive	122.210000	6	2	52.8	1.7	42.3	1	3
8827	Inactive	120.110000	8	2	66.9	-1.800	81.6	4	3
8830	Inactive	230.300000	16	11	179.0	2.900	52.6	0	4
8831	Inactive	258.350000	18	11	220.0	3.2	52.6	0	4
8834	Inactive	212.330000	15	8	203.0	4.2	26.3	0	2
8835	Inactive	226.350000	16	9	215.0	4.6	26.3	0	2
8836	Inactive	434.600000	30	25	353.0	2.5	89.5	0	8
8840	Inactive	314.500000	22	17	241.0	6.6	46.5	1	3
8842	Inactive	156.260000	11	5	112.0	3.2	20.2	1	1
8843	Inactive	152.230000	11	4	171.0	3.0	17.1	0	1
8846	Inactive	128.170000	9	5	97.1	2.400	26.3	0	2
8855	Inactive	106.550000	6	2	51.5	1.6	17.1	0	1
8857	Inactive	88.110000	6	2	49.5	0.700	26.3	0	2
8858	Inactive	98.140000	7	1	96.7	1.4	17.1	0	1
8863	Inactive	218.330000	15	8	153.0	2.4	38.7	1	3
8868	Inactive	130.143000	9	4	118.0	0.200	43.4	0	3
8872	Inactive	170.250000	12	7	150.0	4.000	26.3	0	2
8878	Inactive	170.250000	12	8	130.0	3.2	26.3	0	2
8881	Inactive	112.980000	5	2	12.4	2.000	0.0	0	0
8883	Inactive	142.200000	10	2	160.0	0.1	40.5	2	2
8885	Inactive	210.290000	13	8	193.0	2.6	72.0	1	4
8888	Inactive	222.370000	16	7	269.0	4.6	20.2	1	1
8892	Inactive	116.160000	8	4	68.9	1.900	37.3	1	2
8897	Inactive	133.100000	9	4	108.0	-3.3	86.6	3	5
8900	Inactive	100.200000	7	4	19.2	4.400	0.0	0	0
8902	Inactive	101.190000	7	4	23.4	1.700	12.0	1	1
8904	Inactive	238.350000	15	10	218.0	3.7	72.0	1	4
8906	Inactive	254.410000	18	13	221.0	7.200	26.3	0	2
8907	Inactive	298.500000	21	16	224.0	8.2	26.3	0	2
8908	Inactive	144.210000	10	6	89.3	2.400	26.3	0	2
8909	Inactive	130.230000	9	6	37.8	3.200	9.2	0	1
8911	Inactive	322.500000	21	16	296.0	6.9	72.0	1	4
8914	Inactive	144.250000	10	7	52.7	4.300	20.2	1	1
8916	Inactive	157.300000	11	8	61.9	4.200	26.0	1	1
8918	Inactive	186.290000	13	9	121.0	4.000	26.3	0	2
8919	Inactive	249.230000	13	10	81.2	7.100	0.0	0	0
8920	Inactive	185.350000	13	10	71.2	4.5	12.0	1	1
8923	Inactive	206.280000	14	11	98.1	0.400	47.9	1	4
8924	Inactive	215.380000	15	12	95.0	0.8	64.1	3	3
8925	Inactive	222.280000	15	12	98.0	-0.700	46.2	0	5
8926	Inactive	241.460000	17	14	123.0	7.400	26.0	1	1
8946	Inactive	146.230000	10	3	97.4	1.4	40.5	2	2
8955	Active antagonist	316.500000	23	1	550.0	4.200	37.3	1	2
8961	Inactive	168.620000	11	0	149.0	3.0	20.2	1	1
8969	Inactive	354.400000	26	2	555.0	2.900	65.6	2	4
8995	Inactive	174.240000	13	4	174.0	2.600	27.0	0	2
9000	Inactive	96.110000	5	1	42.2	-1.2	76.7	2	4
9002	Inactive	270.200000	16	2	440.0	-0.7	166.0	4	8
9005	Inactive	106.120000	7	3	28.4	0.200	27.7	0	3
9013	Inactive	180.200000	13	3	165.0	1.000	64.4	2	2
9016	Inactive	138.160000	10	2	73.3	2.000	18.5	0	2
9024	Inactive	192.250000	14	4	191.0	2.7	26.3	0	2
9025	Inactive	138.160000	10	2	83.3	2.200	18.5	0	2
9046	Active antagonist	364.500000	27	3	613.0	5.300	29.5	1	2
9047	Inactive	280.310000	19	4	376.0	0.700	116.0	2	7
9049	Inactive	251.710000	17	1	355.0	1.000	80.0	2	1
9060	Inactive	204.220000	15	3	245.0	-1.100	79.1	3	3
9117	Active agonist	276.300000	22	0	411.0	6.6	0.0	0	0
9153	Active agonist	252.300000	20	0	372.0	6.400	0.0	0	0
9154	Inactive	202.250000	16	0	243.0	5.200	0.0	0	0
9161	Inactive	152.190000	12	0	184.0	3.7	0.0	0	0
9164	Inactive	278.300000	22	0	361.0	6.7	0.0	0	0
9171	Inactive	228.300000	18	0	264.0	5.700	0.0	0	0
9216	Inactive	184.190000	14	0	163.0	4.400	18.5	0	2
9223	Inactive	118.130000	9	0	101.0	2.700	13.1	0	1
9237	Inactive	112.170000	8	0	61.5	-0.2	6.5	0	2
9246	Inactive	98.140000	7	0	70.2	1.2	12.5	0	1
9257	Inactive	69.070000	5	0	28.1	-0.600	41.6	1	2
9261	Inactive	80.090000	6	0	26.5	-0.200	25.8	0	2
9268	Inactive	168.320000	12	0	43.0	6.700	0.0	0	0
9270	Active antagonist	384.500000	28	5	758.0	3.9	52.6	0	4
9274	Inactive	186.200000	9	4	107.0	2.4	51.6	1	4
9294	Inactive	165.230000	12	3	121.0	0.900	32.3	2	2
9296	Inactive	278.300000	16	7	345.0	-2.2	144.0	2	8
9298	Inactive	321.500000	16	4	273.0	5.100	59.8	0	4
9300	Inactive	291.710000	18	5	319.0	3.400	47.6	1	4
9305	Inactive	432.980000	15	3	227.0	-0.5	83.6	3	4
9324	Active antagonist	404.900000	28	3	827.0	3.6	60.4	0	4
9330	Inactive	327.400000	24	9	351.0	2.600	49.8	1	4
9363	Inactive	223.270000	16	4	228.0	2.100	49.8	1	3
9386	Inactive	462.080000	28	0	587.0	5.6	0.0	0	18
9400	Active agonist	472.400000	32	4	973.0	0.100	141.0	4	9
