PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Analysis Comment,W460-Curve_Description,W460-Fit_LogAC50,W460-Fit_HillSlope,W460-Fit_R2,W460-Fit_InfiniteActivity,W460-Fit_ZeroActivity,W460-Fit_CurveClass,W460-Excluded_Points,W460-Max_Response,W460-Activity at 0.0004339325 uM,W460-Activity at 0.00129 uM,W460-Activity at 0.00384 uM,W460-Activity at 0.00491 uM,W460-Activity at 0.012 uM,W460-Activity at 0.034 uM,W460-Activity at 0.057 uM,W460-Activity at 0.106 uM,W460-Activity at 0.314 uM,W460-Activity at 0.650 uM,W460-Activity at 0.975 uM,W460-Activity at 2.847 uM,W460-Activity at 4.858 uM,W460-Activity at 8.475 uM,W460-Activity at 24.77 uM,W460-Activity at 36.32 uM,W460-Activity at 76.79 uM,W460-Activity at 182.0 uM,W460-Activity at 407.0 uM,W460-Activity at 910.0 uM,W460-Activity at 2034.7 uM,W460-Activity at 4832.4 uM,W460-Activity at 10805.3 uM,W460-Activity at 24160.5 uM,W460-Activity at 54023.0 uM,Ratio-Curve_Description,Ratio-Fit_LogAC50,Ratio-Fit_HillSlope,Ratio-Fit_R2,Ratio-Fit_InfiniteActivity,Ratio-Fit_ZeroActivity,Ratio-Fit_CurveClass,Ratio-Excluded_Points,Ratio-Max_Response,Ratio-Activity at 0.0004339325 uM,Ratio-Activity at 0.00129 uM,Ratio-Activity at 0.00384 uM,Ratio-Activity at 0.00491 uM,Ratio-Activity at 0.012 uM,Ratio-Activity at 0.034 uM,Ratio-Activity at 0.057 uM,Ratio-Activity at 0.106 uM,Ratio-Activity at 0.314 uM,Ratio-Activity at 0.650 uM,Ratio-Activity at 0.975 uM,Ratio-Activity at 2.847 uM,Ratio-Activity at 4.858 uM,Ratio-Activity at 8.475 uM,Ratio-Activity at 24.77 uM,Ratio-Activity at 36.32 uM,Ratio-Activity at 76.79 uM,Ratio-Activity at 182.0 uM,Ratio-Activity at 407.0 uM,Ratio-Activity at 910.0 uM,Ratio-Activity at 2034.7 uM,Ratio-Activity at 4832.4 uM,Ratio-Activity at 10805.3 uM,Ratio-Activity at 24160.5 uM,Ratio-Activity at 54023.0 uM,W530-Curve_Description,W530-Fit_LogAC50,W530-Fit_HillSlope,W530-Fit_R2,W530-Fit_InfiniteActivity,W530-Fit_ZeroActivity,W530-Fit_CurveClass,W530-Excluded_Points,W530-Max_Response,W530-Activity at 0.0004339325 uM,W530-Activity at 0.00129 uM,W530-Activity at 0.00384 uM,W530-Activity at 0.00491 uM,W530-Activity at 0.012 uM,W530-Activity at 0.034 uM,W530-Activity at 0.057 uM,W530-Activity at 0.106 uM,W530-Activity at 0.314 uM,W530-Activity at 0.650 uM,W530-Activity at 0.975 uM,W530-Activity at 2.847 uM,W530-Activity at 4.858 uM,W530-Activity at 8.475 uM,W530-Activity at 24.77 uM,W530-Activity at 36.32 uM,W530-Activity at 76.79 uM,W530-Activity at 182.0 uM,W530-Activity at 407.0 uM,W530-Activity at 910.0 uM,W530-Activity at 2034.7 uM,W530-Activity at 4832.4 uM,W530-Activity at 10805.3 uM,W530-Activity at 24160.5 uM,W530-Activity at 54023.0 uM,Compound QC
1674,26752931,7641,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-p1/NCGC00091185-02/24056204,,Inactive,,,,,,,,,,4,,-6.2179,,-8.3385,-6.0166,-4.3053,-0.0163,-8.1042,-0.8035,0.3019,-0.5365,-1.4619,5.7768,-10.0667,-3.0322,,0.5841,-6.7595,-6.2179,,,,,,,,,,,,,,,4,,3.1683,,13.6864,4.5444,4.0867,0.5828,-2.967,2.3608,-0.502,4.0972,6.0923,2.3997,14.7548,6.8134,,0.3022,1.5507,3.1683,,,,,,,,,,,,,,,4,,-22.8486,,-43.7138,-26.2328,-15.1473,-2.9097,-14.7433,-7.4506,5.2476,-5.3928,-13.2409,12.0309,-49.9739,-20.9095,,2.7103,-20.4144,-22.8486,,,,,,,,,QC'd by SigmaAldrich
1675,26752932,8800,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-p1/NCGC00091194-02/24055808,,Inactive,,,,,,,,,,4,,-2.6207,,0.648,-0.7213,0.9959,-0.3181,0.1463,-7.1764,-1.9156,-6.0983,-0.1673,-3.4254,-4.9826,-1.2736,,-3.2629,2.9299,-2.6207,,,,,,,,,,,,,,,4,,-10.8065,,-8.2351,-4.1285,-5.4401,-5.3333,-7.2521,-10.0534,-6.6154,-4.3708,-3.2057,4.7778,-6.6405,-3.6597,,-6.1513,-7.8145,-10.8065,,,,,,,,,,,,,,,4,1 0 0 0 0 0 0 0 0 1 0 0 0 0 0,7.8445,,10.2874,-8.9307,6.6337,-7.0887,-0.9261,-12.3249,-5.1354,-17.71,-3.8966,-34.4368,-11.2694,-6.9193,,-3.6486,16.7507,7.8445,,,,,,,,,QC'd by SigmaAldrich
1676,26752933,3598,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-p1/NCGC00091195-04/24056824,,Inactive,,,,,,,,,,4,,-9.881,,-21.3351,-13.9644,-9.7964,-11.4786,-13.8596,-7.7861,-16.8038,-19.0291,-14.3546,-7.0828,-7.0075,-28.2107,,-18.8729,-8.4191,-9.881,,,,,,,,,,,,,,,4,,-4.0206,,1.5722,1.381,-4.6402,-9.5605,-5.6482,-1.2313,3.1633,6.7054,0.3469,2.1932,0.9993,-2.9425,,-0.8224,-1.7917,-4.0206,,,,,,,,,,,,,,,4,,-9.6448,,-43.9276,-32.9529,-3.0557,-1.6364,-19.3075,-13.3212,-41.0716,-46.2408,-27.0554,-17.2427,-15.6903,-43.1399,,-31.0635,-11.7217,-9.6448,,,,,,,,,QC'd by SigmaAldrich
1677,26752934,7271,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-p1/NCGC00091196-02/24055740,,Inconclusive,0.0794,22.4891,,,,,,,,4,,-3.6187,,-5.8669,1.1081,-3.5686,0.9506,-0.1806,5.948,-9.4378,-4.2112,-5.3117,-8.3019,-5.4447,-5.5368,,-2.1732,-9.1001,-3.6187,,,,,,,,,,,,,,,4,,-9.4998,,-11.9092,-7.881,-6.9064,-7.2252,-9.7035,-5.0282,-7.3333,-0.1676,-9.1418,13,-6.3529,-5.9735,,-8.0491,-2.8026,-9.4998,,,,,,,,,Complete curve; partial efficacy; poor fit,-7.1,4.9549,0.5916,-16.9891,5.5,-1.4,0 0 0 0 0 0 0 0 1 1 0 0 0 0 1,0.9456,,5.1071,8.298,-1.5778,2.0123,7.3611,11.6689,-24.0683,-22.0426,2.6288,-53.2133,-13.1919,-10.847,,2.0191,-34.5709,0.9456,,,,,,,,,QC'd by SigmaAldrich
1678,26752935,15294,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-p1/NCGC00091198-02/24056811,,Inactive,,,,,,,,,,4,,-6.6448,,-5.5075,-4.2191,-1.6929,-1.0482,0.8743,-2.2883,-1.0345,-0.0145,-6.7835,3.7035,-4.0954,34.1551,,-0.5186,-0.8884,-6.6448,,,,,,,,,,,,,,,4,,-8.4911,,-4.4345,12.939,3.5788,-6.1261,-7.9082,10.4574,-3.8889,-6.2389,5.6738,-2.3333,2.0479,13.5216,,-5.8487,2.5027,-8.4911,,,,,,,,,,,,,,,4,,5.0156,,1.1455,-28.7559,-5.7161,12.3503,22.8308,-21.9978,8.3287,25.7079,-20.51,18.0679,-10.8763,23.9027,,18.7533,-5.672,5.0156,,,,,,,,,QC'd by SigmaAldrich
1679,26752936,6575,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-p1/NCGC00091202-02/24056665,,Inactive,,,,,,,,,,4,,-0.5099,,-9.6931,4.4422,-12.1834,-5.5695,-3.0855,-3.5751,-9.0404,-11.5267,-14.3208,4.5762,-6.4482,-8.291,,-6.1744,-4.7057,-0.5099,,,,,,,,,,,,,,,4,,-14.471,,-16.8268,-8.5789,-12.0529,-9.6357,-15.4926,18.1093,-17.071,9.13,-11.6369,-7.5967,-9.4856,-14.0997,,-10.4399,-2.4198,-14.471,,,,,,,,,,,,,,,4,,-1.5835,,-20.1068,-13.6848,-38.3425,-34.4588,-11.6058,-66.4721,-20.1622,-67.6921,-44.6433,-11.092,-33.0227,-21.8536,,-27.9467,-44.1694,-1.5835,,,,,,,,,QC'd by SigmaAldrich
1680,26752937,11761,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-p1/NCGC00091205-02/24056758,,Inactive,,,,,,,,,,4,,3.171,,0.935,0.2363,-3.1038,8.4918,-3.5859,-0.8719,-5.0063,-2.8143,1.5211,-2.3916,-4.1091,-9.8227,,-2.7322,-5.5689,3.171,,,,,,,,,,,,,,,4,,1.906,,-1.995,1.9272,7.9881,2.9429,-4.4655,-0.3669,14.4103,-1.2929,2.9527,-1.1111,-3.22,5.0479,,1.5924,-2.6796,1.906,,,,,,,,,,,,,,,4,,0.3359,,4.5008,-10.9431,-26.1465,2.8081,-4.3661,-6.4854,-43.4837,-1.6678,-3.3332,-6.4374,-3.7147,-31.5792,,-12.5278,-11.625,0.3359,,,,,,,,,QC'd by SigmaAldrich
1681,26752938,10757,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-p1/NCGC00091207-02/24056125,,Inactive,,,,,,,,,,4,,-3.3853,,-7.0454,-5.858,-0.737,0.918,-8.0528,-0.3465,-11.4756,-11.5022,-8.9335,1.3716,-4.4364,-5.91,,-4.4658,-1.0874,-3.3853,,,,,,,,,,,,,,,4,,11.373,,-5.3428,0.8304,-3.2222,-2.1411,-2.2064,-2.6734,5.1111,10.6815,9.9693,-1.7778,-3.0044,-1.0256,,0.6633,-1.1726,11.373,,,,,,,,,,,,,,,4,,-36.0301,,-4.7066,-22.4737,11.9281,0.3729,-22.9594,2.979,-44.5793,-48.5421,-43.0772,6.4487,-5.2144,-13.2426,,-15.2398,-2.1103,-36.0301,,,,,,,,,QC'd by SigmaAldrich
1682,26752939,3610,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-p1/NCGC00091208-04/24055770,,Inactive,,,,,,,,,,4,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0,24.8241,,-12.0806,3.2797,-2.1927,-12.2107,-7.8402,-4.8773,-2.2704,-8.5483,-5.4139,1.6182,-3.5528,-9.0258,,2.6986,1.0756,24.8241,,,,,,,,,,,,,,,4,,14.4895,,1.6949,-0.395,7.0729,18.3604,-5.6825,-3.0201,-0.6068,10.6275,1.6099,-3.2222,13.5251,3.0739,,-1.2924,4.8263,14.4895,,,,,,,,,,,,,,,4,1 1 0 0 0 0 0 0 0 1 0 0 0 0 0,19.2153,,-32.4811,3.6115,-20.2178,-55.2983,-12.9219,-9.8212,-8.5599,-38.0391,-16.3497,11.2316,-35.2049,-24.0884,,6.2728,-11.6941,19.2153,,,,,,,,,QC'd by SigmaAldrich
1683,26752940,4284,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-p1/NCGC00091219-03/24056866,,Inactive,,,,,,,,,,4,,-1.3133,,-12.1909,-8.3335,7.4821,1.7085,-0.2702,-0.4978,3.1338,-1.1272,-1.3775,-1.0749,-8.1747,-11.2573,,-0.6977,-5.738,-1.3133,,,,,,,,,,,,,,,4,,-6.8181,,-8.3008,1.3259,-1.5611,-3.4877,-5.764,0.6769,-4.3373,-4.2317,-4.4382,-3.6108,-2.6195,-4.6243,,-4.4867,-0.4662,-6.8181,,,,,,,,,,,,,,,4,,9.2252,,-16.4431,-34.0731,22.6425,1.4618,3.1963,-14.8,12.5132,6.7827,8.0671,-1.5241,-23.3358,-17.186,,4.7762,-25.2664,9.2252,,,,,,,,,QC'd by SigmaAldrich
1684,26752941,11883,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-p1/NCGC00091222-02/24056776,,Inactive,,,,,,,,,,4,,0.897,,-2.6458,-3.7173,-8.5929,9.899,-2.8712,-1.8676,0.7738,-6.1135,0.3201,4.0497,-5.3968,-2.7328,,0.4663,-0.8644,0.897,,,,,,,,,,,,,,,4,,3.5727,,0.7877,1.2938,-1.0176,2.3393,1.603,-5.1766,4.2179,2.9406,-2.0827,-3.6667,7.7059,-3.3273,,-0.9332,-4.2492,3.5727,,,,,,,,,,,,,,,4,0 0 0 1 0 1 0 0 0 0 0 0 0 0 1,-12.5679,,-13.9324,-20.009,-21.8418,6.7274,-21.0608,6.4176,-16.3189,-24.6587,10.7564,21.5822,-36.4383,1.4704,,-0.3675,9.0834,-12.5679,,,,,,,,,QC'd by SigmaAldrich
1685,26752942,1989,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-p1/NCGC00091230-04/24056132,,Inactive,,,,,,,,,,4,,1.9336,,-8.3364,-0.3701,1.9506,0.6612,-6.0758,-4.329,2.8769,-2.6536,-4.1922,4.4673,0.6534,-5.5605,,-0.5624,-2.3603,1.9336,,,,,,,,,,,,,,,4,,-7.1471,,-3.1148,4.8185,-2.6209,-7.1116,-2.5126,2.2088,-3.0442,-4.4309,5.4519,-4.5741,-4.829,-3.9525,,-3.9067,-2.4716,-7.1471,,,,,,,,,,,,,,,4,,28.4825,,-9.9459,-12.7005,17.734,19.1616,-11.2911,-15.7112,14.8039,11.0154,-16.3908,26.2519,16.4179,1.8733,,11.0304,0.7548,28.4825,,,,,,,,,QC'd by SigmaAldrich
1686,26752943,6854,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-p1/NCGC00091233-02/24056367,,Inactive,,,,,,,,,,4,,-9.861,,-16.5738,1.7473,-3.9899,9.1204,-8.685,-2.0422,-6.465,-1.5668,-5.4075,3.7798,-2.6695,-6.3986,,-3.0613,2.2118,-9.861,,,,,,,,,,,,,,,4,,14.393,,-1.2039,-2.9237,0.6432,-2.4144,-8.9451,6.1925,6.4188,-3.1943,1.156,-4.1111,2.6187,-3.8689,,-3.1861,-6.9515,14.393,,,,,,,,,,,,,,,4,1 0 0 1 0 0 0 0 0 1 0 0 0 0 1,-49.7086,,-39.1805,5.1097,-12.7484,18.6628,-8.8997,-24.8257,-33.9467,4.9287,-17.4317,17.7243,-17.5161,-6.0199,,-1.9384,25.5556,-49.7086,,,,,,,,,QC'd by SigmaAldrich
1687,26752944,8447,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-p1/NCGC00091238-02/24056539,,Inactive,,,,,,,,,,4,,2.2734,,-0.3633,1.0392,-4.8386,-2.7938,-4.4957,-4.0216,3.9814,-1.2989,0.5591,-1.4669,-0.157,2.3033,,-5.8682,-6.6156,2.2734,,,,,,,,,,,,,,,4,,-1.2255,,4.6002,7.48,7.6826,-5.2282,4.8264,-3.9077,-2.8803,-3.8402,3.279,-1,6.4292,3.3422,,4.167,2.9698,-1.2255,,,,,,,,,,,,,,,4,,7.492,,-14.8126,-20.8675,-26.867,0.8527,-25.8949,-4.5821,14.4737,10.4317,-6.1163,-3.6574,-18.1605,-7.4261,,-21.9869,-26.5424,7.492,,,,,,,,,QC'd by SigmaAldrich
1688,26752945,31222,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-p1/NCGC00091240-02/24056455,,Inactive,,,,,,,,,,4,,0.6481,,1.5927,8.8742,7.1752,7.6213,3.1295,1.0961,-3.8132,1.8113,2.692,2.8751,-6.7371,6.7188,,4.9936,-0.9378,0.6481,,,,,,,,,,,,,,,4,,-8.4711,,-7.3135,-7.3966,-8.0425,-6.048,-13.4708,5.017,-10.3889,-7.3928,-8.4799,-6,-10.6885,-9.8949,,-11.7778,-9.5124,-8.4711,,,,,,,,,,,,,,,4,,19.7187,,20.793,35.3698,41.4442,26.6951,37.7682,-4.9373,11.844,25.3523,31.0334,19.9889,7.5297,39.5694,,42.1145,17.7776,19.7187,,,,,,,,,QC'd by SigmaAldrich
1689,26752946,6702,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-p1/NCGC00091244-02/24056276,,Inactive,,,,,,,,,,4,,-5.5468,,-3.945,0.3886,1.8419,3.9442,-2.3446,1.0513,-6.025,-9.7129,0.8153,1.5422,-4.6296,-7.6164,,-6.8784,-2.4258,-5.5468,,,,,,,,,,,,,,,4,,-4.6785,,-2.5729,-1.5414,0.5228,-0.2256,3.8328,3.2853,-3.9637,19.6686,4.457,4.6603,3.3683,5.3218,,1.0072,-5.5113,-4.6785,,,,,,,,,,,,,,,4,0 0 0 0 0 0 0 1 0 0 0 0 0 1 0,0.2728,,3.0034,10.3193,13.7733,11.3942,-15.8128,-4.5209,-2.1422,-48.6891,-1.4331,-4.7195,-16.5874,-20.5342,,-9.635,17.8402,0.2728,,,,,,,,,QC'd by SigmaAldrich
1690,26752947,36383,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-p1/NCGC00091249-02/24056044,,Inconclusive,4.4668,47.087,,,,,,,,4,,-6.2029,,-10.7784,-5.8889,-0.1704,-7.2834,-4.2043,-11.1031,-3.4736,-5.3355,-7.6764,2.0942,-3.7683,-4.3433,,-11.8141,-4.6988,-6.2029,,,,,,,,,,,,,,,4,,-4.9938,,8.8209,-0.7794,-0.462,-3.8078,0.8041,14.6984,2.8504,-0.7819,-0.5697,-1.4444,5.4292,3.086,,7.1888,9.7907,-4.9938,,,,,,,,,Partial curve; partial efficacy; poor fit,-5.35,0.4,0.5908,-51.7716,-4.6846,-2.4,1 0 0 0 0 1 0 0 0 1 0 0 0 0 1,-3.8008,,-46.5581,-16.7535,5.6548,-13.5841,-20.2676,-59.6829,-21.4763,-8.8008,-16.3503,9.8475,-26.8047,-19.8528,,-41.1911,-38.7421,-3.8008,,,,,,,,,QC'd by SigmaAldrich
1691,26752948,5770,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-p1/NCGC00091250-04/24056613,,Inconclusive,0.0032,21.0912,,,,,,,,4,,-9.9589,,-12.8689,-3.8359,-13.0483,-14.7057,-13.9522,-15.0084,-10.3779,-11.5585,-9.9269,-3.3516,-13.4367,-7.4696,,-12.9083,-10.6853,-9.9589,,,,,,,,,,,,,,,4,,23.0017,,-2.7317,2.1188,5.9862,1.9694,4.5858,19.7986,3.2159,8.675,8.3041,8.3869,4.8248,1.6621,,-2.8981,8.6512,23.0017,,,,,,,,,Complete curve; partial efficacy; poor fit,-8.5,4.9549,0.4238,-39.6512,-18.56,-1.4,0 0 0 0 0 1 0 0 0 0 0 1 0 0 1,-63.9448,,-21.9551,-16.7167,-43.3461,-44.5733,-48.4593,-71.1493,-35.3378,-44.4825,-40.7759,-28.8548,-44.3304,-21.1689,,-18.1912,-47.2443,-63.9448,,,,,,,,,QC'd by SigmaAldrich
1692,26752949,25644,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-p1/NCGC00091257-02/24056877,,Inactive,,,,,,,,,,4,,-1.9614,,-11.341,-7.7369,-3.3293,3.5361,-5.5492,-10.0594,0.8161,-5.9475,-2.9594,-1.4439,-2.9547,-4.4054,,-3.0436,-2.8838,-1.9614,,,,,,,,,,,,,,,4,,-1.4953,,4.0774,0.0124,2.554,2.8672,2.5048,-1.4221,0.2026,2.2313,12.5567,5.0744,0.0308,-0.8809,,0.7493,1.7896,-1.4953,,,,,,,,,,,,,,,4,1 0 0 0 0 0 1 0 0 0 0 0 0 0 0,4.022,,-38.2705,-18.2873,-9.2232,-1.1658,-25.9855,-26.9839,5.3775,-16.0942,-35.3619,-17.4273,-2.8969,-0.2829,,-3.9044,-11.2562,4.022,,,,,,,,,QC'd by SigmaAldrich
1693,26752950,3417419,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-p1/NCGC00091261-02/24056112,,Inactive,,,,,,,,,,4,,7.3295,,2.0335,-0.1955,-4.3305,-2.9391,1.1369,-5.5134,3.0427,-5.3524,5.804,-3.0885,-3.7505,-2.2514,,-8.2996,4.1475,7.3295,,,,,,,,,,,,,,,4,,3.3242,,0.003,2.4001,2.6418,0.5225,-2.3597,2.2971,-1.9487,8.959,-0.1348,7.7778,-0.6667,0.1702,,3.2188,2.7853,3.3242,,,,,,,,,,,,,,,4,,7.4656,,1.9445,-12.8963,-18.3929,-16.4664,2.9798,-27.4038,11.1619,-34.2636,21.2108,-30.6425,-10.9671,-6.72,,-26.2185,-0.0093,7.4656,,,,,,,,,QC'd by SigmaAldrich
1694,26752951,7447,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-p1/NCGC00091266-02/24055618,,Inactive,,,,,,,,,,4,,-4.2853,,-13.018,-5.78,-4.3692,-8.4749,-4.6823,-4.6582,-1.2704,-6.5483,-2.3851,-3.5693,-0.9829,-6.1568,,1.3767,-6.2387,-4.2853,,,,,,,,,,,,,,,4,,1.3785,,-14.9295,-7.155,-7.357,-2.8249,-16.5084,-14.163,-13.1181,-11.1909,-15.573,1.8478,-9.8124,-9.4972,,-10.5422,-12.4521,1.3785,,,,,,,,,,,,,,,4,,-43.3769,,-29.0833,-34.2693,-24.3436,-48.3058,-7.5219,-11.9901,-5.9489,-19.3363,9.4358,-42.8844,-14.0533,-25.4608,,-9.555,-20.0368,-43.3769,,,,,,,,,QC'd by SigmaAldrich
1695,26752952,23741,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-p1/NCGC00091269-02/24056378,,Inactive,,,,,,,,,,4,,3.2617,,-7.8604,3.373,0.2548,6.1373,2.1312,-0.6017,-0.9036,4.9056,0.487,5.5803,-5.7021,-4.1613,,-2.3587,-0.3078,3.2617,,,,,,,,,,,,,,,4,,-2.5747,,0.6691,-0.4802,-1.1654,-2.2327,-4.0385,0.6213,-0.4164,0.4411,3.512,-0.8993,0.3817,-0.8728,,-4.2777,8.8784,-2.5747,,,,,,,,,,,,,,,4,1 0 0 0 0 0 0 1 0 1 0 0 0 0 1,10.4391,,-26.1196,2.0051,2.3671,11.9581,6.7018,-12.5059,-9.7478,10.2591,-10.4147,11.46,-21.9549,-9.3126,,4.3713,-28.1241,10.4391,,,,,,,,,QC'd by SigmaAldrich
1696,26752955,9903,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-p1/NCGC00091272-06/24056207,,Inactive,,,,,,,,,,4,,-14.5563,,-15.304,-8.766,-4.0261,-6.8658,-11.4796,-1.467,-7.0978,-7.3863,-4.4405,-6.6712,2.3554,-7.1205,,1.1565,-10.0171,-14.5563,,,,,,,,,,,,,,,4,,-13.314,,-1.3752,-0.9662,4.6397,-1.3161,8.4618,3.5387,-5.0745,0.9125,1.7431,3.9512,-1.0859,-2.6239,,-3.04,2.2403,-13.314,,,,,,,,,,,,,,,4,0 0 0 0 1 0 0 0 0 0 0 0 0 1 0,-1.004,,-33.5592,-21.3193,-18.4891,-17.9259,-46.9344,-15.2532,-4.8687,-17.2018,-12.0399,-26.938,9.7304,-7.0116,,10.9034,-33.414,-1.004,,,,,,,,,QC'd by SigmaAldrich
1697,26752956,8449,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-p1/NCGC00091273-02/24055547,,Inactive,,,,,,,,,,4,,-2.1261,,-12.8408,-15.6842,-2.2578,-5.0576,-10.4079,-11.8861,-11.4512,-17.6882,-13.0278,-12.3111,-10.3991,-5.2763,,-4.1584,-7.902,-2.1261,,,,,,,,,,,,,,,4,,-2.0117,,-2.002,-4.1843,2.9268,-1.6637,3.4106,1.7375,-1.3419,-5.2989,10.253,3.5556,5.9608,-1.2417,,-2.4758,-4.0367,-2.0117,,,,,,,,,,,,,,,4,0 0 1 1 0 0 0 0 0 0 0 0 0 0 0,-2.0043,,-32.8911,-35.0719,-15.327,-18.3821,-45.4704,-44.8047,-34.3044,-33.1867,-58.9168,-47.7743,-47.738,-15.9852,,-9.4611,-11.937,-2.0043,,,,,,,,,QC'd by SigmaAldrich
1698,26752957,24860540,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-p1/NCGC00091276-02/24056805,,Inactive,,,,,,,,,,4,,-9.1955,,-8.0719,-4.0814,-8.2828,-9.6731,-4.3055,-1.1354,-5.6825,-2.3796,-3.2057,3.1184,-2.3157,2.9001,,2.591,-1.9668,-9.1955,,,,,,,,,,,,,,,4,,-1.438,,-1.5689,0.388,2.6658,1.9741,-5.5104,-3.0088,-1.9228,-2.671,1.3732,1.3165,-1.9144,0.4741,,0.0016,0.6703,-1.438,,,,,,,,,,,,,,,4,0 0 0 1 0 0 0 0 0 0 0 0 0 0 1,-19.4478,,-11.4946,-9.4002,-20.9698,-28.4332,4.553,8.8539,-7.3657,12.184,-3.7913,8.3625,4.2187,7.8515,,8.6636,-3.3884,-19.4478,,,,,,,,,QC'd by SigmaAldrich
1699,26752958,4338370,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-p1/NCGC00091278-02/24056093,,Inactive,,,,,,,,,,4,,-6.0914,,-12.3701,-11.8554,-6.788,-8.3928,-7.7774,-5.0914,-6.102,-10.7647,-0.669,-1.7371,-6.4016,-11.653,,-16.2498,-8.1516,-6.0914,,,,,,,,,,,,,,,4,,1.698,,2.7178,-8.4367,-8.1081,-0.5405,-3.3677,-6.9006,-7.6808,7.0791,-0.9804,-3.3303,-3.7508,-6.0161,,2.3213,10.6621,1.698,,,,,,,,,,,,,,,4,,-28.3639,,-39.9143,-19.7241,-1.8199,-31.3592,-24.9393,-8.1995,-7.86,-42.4365,-6.0124,-6.7226,-16.919,-17.3459,,-40.4759,-46.0137,-28.3639,,,,,,,,,QC'd by SigmaAldrich
1700,26752959,7839,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-p1/NCGC00091279-02/24056386,,Inactive,,,,,,,,,,4,,-4.556,,-14.0626,1.1844,-0.2012,-5.0576,-3.4966,-3.2327,-0.9065,-0.3073,-3.3495,7.5079,-5.075,0.2371,,-1.1636,-2.0635,-4.556,,,,,,,,,,,,,,,4,,1.871,,2.1285,6.3274,5.266,-0.5886,2.3983,10.4066,-0.9231,-1.9917,6.9456,6,11.8388,0.1051,,-0.7553,3.9396,1.871,,,,,,,,,,,,,,,4,,-20.9413,,-40.9893,-19.9601,-13.6146,-18.4351,-22.1578,-36.081,-3.9468,9.2978,-25.1799,-0.8963,-40.2114,-2.1963,,-2.5615,-19.3618,-20.9413,,,,,,,,,QC'd by EPA
1701,26752960,15331,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-p1/NCGC00091281-02/24056741,,Inactive,,,,,,,,,,4,,7.4975,,4.6957,-4.6331,-0.484,-5.9615,1.2993,3.1114,-5.126,-5.3629,4.2491,9.8294,-1.8482,-3.2966,,-2.0323,4.1786,7.4975,,,,,,,,,,,,,,,4,,-7.1813,,-13.9084,-10.6107,-14.5648,-8.6675,-16.1065,-20.0321,-16.3762,-6.9614,-19.3667,-19.0428,-10.3304,-14.656,,-20.1764,-16.1334,-7.1813,,,,,,,,,,,,,,,4,,-3.9894,,3.6024,-25.8196,-3.538,-32.3615,-2.7803,16.2269,-16.9053,-29.0818,26.4849,34.7562,-18.9816,-8.0115,,8.9379,8.7151,-3.9894,,,,,,,,,QC'd by SigmaAldrich
