PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_SCORE, ,Ratio Activity,Ratio Potency (uM),Ratio Efficacy (%)
144212470,26447,0,inactive,inactive,,0
144205323,26483,0,inactive,inactive,,0
144204282,26534,0,inactive,inactive,,0
144204122,26596,20,active agonist,active agonist,0.271649,160.556
144206822,26602,0,inactive,inactive,,0
144206528,26618,0,inactive,inactive,,0
144205781,26650,0,inactive,inactive,,0
144207312,26690,0,inactive,inactive,,0
144212163,26758,0,inactive,inactive,,0
144212631,26808,0,inactive,inactive,,0
144206264,26951,0,inactive,inactive,,0
144211026,26955,0,inactive,inactive,,0
144204124,26964,0,inactive,inactive,,0
144211009,26989,0,inactive,inactive,,0
144207493,27054,0,inactive,inactive,,0
144210972,27189,0,inactive,inactive,,0
144210738,27195,0,inactive,inactive,,0
144208014,27200,0,inactive,inactive,,0
144211671,27295,50,active antagonist,active antagonist,7.76062,-44.8029
144205586,27350,0,inactive,inactive,,0
144204411,27368,0,inactive,inactive,,0
144205577,27400,0,inactive,inactive,,0
144205293,27447,0,inactive,inactive,,0
144212930,27457,0,inactive,inactive,,0
144212137,27458,0,inactive,inactive,,0
144205670,27461,0,inactive,inactive,,0
144212320,27503,0,inactive,inactive,,0
144207495,27582,0,inactive,inactive,,0
144204131,27648,0,inactive,inactive,,0
144207232,27655,0,inactive,inactive,,0
144205134,27661,0,inactive,inactive,,0
144211879,27689,0,inactive,inactive,,0
144208835,27756,0,inactive,inactive,,0
144206014,27812,84,active antagonist,active antagonist,0.312844,-137.996
144210130,27872,0,inactive,inactive,,0
144210082,27882,0,inactive,inactive,,0
144206803,27891,0,inactive,inactive,,0
144206868,27901,0,inactive,inactive,,0
144205406,27918,0,inactive,inactive,,0
144212777,27941,0,inactive,inactive,,0
144204834,27944,0,inactive,inactive,,0
144211720,27979,0,inactive,inactive,,0
144211451,27982,0,inactive,inactive,,0
144205690,27990,0,inactive,inactive,,0
144204133,28061,0,inactive,inactive,,0
144209779,28118,0,inactive,inactive,,0
144212628,28127,0,inactive,inactive,,0
144205844,28145,0,inactive,inactive,,0
144207851,28207,0,inactive,inactive,,0
144211892,28213,0,inactive,inactive,,0
144206033,28280,0,inactive,inactive,,0
48,28417,70,active antagonist,active antagonist,2.092217,-126.322
144205342,28446,0,inactive,inactive,,0
144205722,28554,0,inactive,inactive,,0
144205329,28718,0,inactive,inactive,,0
144204794,28767,0,inactive,inactive,,0
144208432,28780,0,inactive,inactive,,0
144205372,28858,0,inactive,inactive,,0
144205505,28891,0,inactive,inactive,,0
144211227,28935,48,active antagonist,active antagonist,34.6654,-76.6529
144211423,28999,0,inactive,inactive,,0
144212708,29096,0,inactive,inactive,,0
144206276,29112,0,inactive,inactive,,0
144211283,29216,0,inactive,inactive,,0
144207885,29228,0,inactive,inactive,,0
144214025,29249,0,inactive,inactive,,0
144212526,29307,0,inactive,inactive,,0
144204136,29327,0,inactive,inactive,,0
144211725,29858,0,inactive,inactive,,0
144206421,30019,0,inactive,inactive,,0
144207501,30231,0,inactive,inactive,,0
144208632,30360,0,inactive,inactive,,0
144211048,30479,0,inactive,inactive,,0
144213879,30541,0,inactive,inactive,,0
144207456,30623,0,inactive,inactive,,0
144204523,30627,0,inactive,inactive,,0
144205313,30717,0,inactive,inactive,,0
144212769,30771,0,inactive,inactive,,0
144208817,30773,0,inactive,inactive,,0
144212626,30914,0,inactive,inactive,,0
144205279,30951,0,inactive,inactive,,0
144212391,31018,0,inactive,inactive,,0
144205438,31060,0,inactive,inactive,,0
144214042,31070,0,inactive,inactive,,0
144212637,31072,0,inactive,inactive,,0
144204458,31101,50,active antagonist,active antagonist,2.68325,-32.0156
144206420,31143,0,inactive,inactive,,0
144212597,31170,0,inactive,inactive,,0
144203860,31195,0,inactive,inactive,,0
144211223,31200,0,inactive,inactive,,0
144212303,31208,0,inactive,inactive,,0
144213903,31209,0,inactive,inactive,,0
144212810,31211,0,inactive,inactive,,0
144211631,31214,0,inactive,inactive,,0
144213400,31215,0,inactive,inactive,,0
144207487,31217,0,inactive,inactive,,0
144213749,31218,0,inactive,inactive,,0
144212100,31219,0,inactive,inactive,,0
144210810,31222,0,inactive,inactive,,0
144212874,31223,0,inactive,inactive,,0
144212802,31224,0,inactive,inactive,,0
144211291,31225,0,inactive,inactive,,0
144212904,31226,0,inactive,inactive,,0
144213935,31227,0,inactive,inactive,,0
144207952,31230,0,inactive,inactive,,0
144207007,31234,0,inactive,inactive,,0
144211159,31236,0,inactive,inactive,,0
144208542,31237,0,inactive,inactive,,0
144213643,31241,0,inactive,inactive,,0
144208731,31242,0,inactive,inactive,,0
144213628,31243,0,inactive,inactive,,0
144213648,31244,0,inactive,inactive,,0
144210606,31249,0,inactive,inactive,,0
144212905,31251,0,inactive,inactive,,0
144210669,31253,0,inactive,inactive,,0
144212964,31255,0,inactive,inactive,,0
144213788,31256,0,inactive,inactive,,0
144212676,31260,0,inactive,inactive,,0
144207612,31261,0,inactive,inactive,,0
144208227,31263,0,inactive,inactive,,0
144211616,31264,0,inactive,inactive,,0
144211534,31265,0,inactive,inactive,,0
144213581,31269,0,inactive,inactive,,0
144208250,31272,0,inactive,inactive,,0
144208169,31275,0,inactive,inactive,,0
144208455,31276,0,inactive,inactive,,0
144213456,31279,0,inactive,inactive,,0
144213827,31283,0,inactive,inactive,,0
144207210,31284,0,inactive,inactive,,0
144212863,31286,0,inactive,inactive,,0
144213372,31288,0,inactive,inactive,,0
144213908,31289,0,inactive,inactive,,0
144209992,31291,0,inactive,inactive,,0
144212768,31294,0,inactive,inactive,,0
144207351,31296,0,inactive,inactive,,0
144207841,31297,0,inactive,inactive,,0
144212387,31298,0,inactive,inactive,,0
49,31307,20,active agonist,active agonist,0.10246255,66.25455
144212248,31315,50,active antagonist,active antagonist,37.4309,-123.529
144206682,31326,0,inactive,inactive,,0
144206412,31331,0,inactive,inactive,,0
144211976,31335,0,inactive,inactive,,0
144207639,31337,0,inactive,inactive,,0
144210704,31340,0,inactive,inactive,,0
144205461,31343,0,inactive,inactive,,0
144213615,31344,0,inactive,inactive,,0
144207826,31347,0,inactive,inactive,,0
144211923,31352,0,inactive,inactive,,0
144212985,31353,0,inactive,inactive,,0
144211561,31355,0,inactive,inactive,,0
50,31356,47,active antagonist,active antagonist,40.1261,-78.3357
144210427,31357,0,inactive,inactive,,0
144210876,31362,0,inactive,inactive,,0
144213489,31368,0,inactive,inactive,,0
144208196,31370,0,inactive,inactive,,0
144208394,31373,0,inactive,inactive,,0
144209372,31374,0,inactive,inactive,,0
51,31378,20,active agonist,active agonist,0.235436,88.96955
144211507,31386,0,inactive,inactive,,0
144208100,31389,0,inactive,inactive,,0
144205525,31390,0,inactive,inactive,,0
144211685,31398,0,inactive,inactive,,0
144207086,31404,0,inactive,inactive,,0
144210411,31405,0,inactive,inactive,,0
144214024,31423,0,inactive,inactive,,0
144207329,31432,0,inactive,inactive,,0
144206871,31473,0,inactive,inactive,,0
144205272,31477,0,inactive,inactive,,0
144204621,31553,0,inactive,inactive,,0
144212540,31573,0,inactive,inactive,,0
144205917,31593,0,inactive,inactive,,0
144211320,31645,0,inactive,inactive,,0
144211473,31657,0,inactive,inactive,,0
144211257,31677,52,active antagonist,active antagonist,14.9015,-84.5117
144204154,31728,0,inactive,inactive,,0
144210943,31736,0,inactive,inactive,,0
144204155,31772,0,inactive,inactive,,0
144213035,31954,0,inactive,inactive,,0
144211764,31957,0,inactive,inactive,,0
144212839,32065,0,inactive,inactive,,0
144208611,32154,0,inactive,inactive,,0
144204160,32169,0,inactive,inactive,,0
144211895,32184,0,inactive,inactive,,0
144211400,32241,0,inactive,inactive,,0
144205474,32322,0,inactive,inactive,,0
144207368,32346,0,inactive,inactive,,0
144212462,32484,0,inactive,inactive,,0
144213857,32485,0,inactive,inactive,,0
144211530,32490,0,inactive,inactive,,0
144210908,32518,0,inactive,inactive,,0
144205328,32593,0,inactive,inactive,,0
144204162,32681,0,inactive,inactive,,0
144205566,32731,0,inactive,inactive,,0
144205252,32778,0,inactive,inactive,,0
144213979,32793,0,inactive,inactive,,0
144204967,32798,20,active agonist,active agonist,0.00221476,87.2548
144211861,32897,0,inactive,inactive,,0
52,32933,49,active antagonist,active antagonist,21.457835,-56.58505
144206886,32995,0,inactive,inactive,,0
144209944,33005,0,inactive,inactive,,0
144206604,33032,0,inactive,inactive,,0
144205929,33039,0,inactive,inactive,,0
144213771,33094,0,inactive,inactive,,0
144206860,33176,0,inactive,inactive,,0
144204908,33254,0,inactive,inactive,,0
144205244,33255,0,inactive,inactive,,0
144212234,33256,0,inactive,inactive,,0
144210711,33258,0,inactive,inactive,,0
144207663,33263,0,inactive,inactive,,0
144213672,33286,0,inactive,inactive,,0
144206277,33309,20,active agonist,active agonist,25.3315,73.3448
144205517,33334,20,active agonist,active agonist,21.3138,75.6641
144210519,33344,0,inactive,inactive,,0
144211736,33443,0,inactive,inactive,,0
144204182,33478,0,inactive,inactive,,0
144211883,33500,0,inactive,inactive,,0
144208657,33528,49,active antagonist,active antagonist,34.7418,-100.081
144210344,33557,0,inactive,inactive,,0
144210848,33599,0,inactive,inactive,,0
144204855,33613,0,inactive,inactive,,0
144204165,33624,0,inactive,inactive,,0
144210630,33733,0,inactive,inactive,,0
144205141,33741,0,inactive,inactive,,0
144211018,33775,0,inactive,inactive,,0
144211857,33786,20,active agonist,active agonist,29.5761,166.832
144208193,33919,0,inactive,inactive,,0
144204542,33925,0,inactive,inactive,,0
144212887,33960,0,inactive,inactive,,0
144205763,34001,0,inactive,inactive,,0
144204361,34040,0,inactive,inactive,,0
144206687,34081,0,inactive,inactive,,0
144211472,34192,0,inactive,inactive,,0
144213026,34286,0,inactive,inactive,,0
144213728,34306,0,inactive,inactive,,0
144204534,34312,0,inactive,inactive,,0
144204461,34359,0,inactive,inactive,,0
144212538,34468,0,inactive,inactive,,0
144211035,34526,0,inactive,inactive,,0
144204173,34632,0,inactive,inactive,,0
144207619,34763,0,inactive,inactive,,0
144211673,34766,0,inactive,inactive,,0
144206864,34870,0,inactive,inactive,,0
144210895,35370,0,inactive,inactive,,0
144205761,35455,0,inactive,inactive,,0
144206862,35751,0,inactive,inactive,,0
144213934,35785,0,inactive,inactive,,0
144212698,35969,0,inactive,inactive,,0
144207378,36081,0,inactive,inactive,,0
144205326,36102,0,inactive,inactive,,0
144205697,36143,0,inactive,inactive,,0
144205351,36190,0,inactive,inactive,,0
144213945,36242,0,inactive,inactive,,0
144205762,36273,0,inactive,inactive,,0
144212221,36274,0,inactive,inactive,,0
144204177,36294,0,inactive,inactive,,0
144205523,36303,48,active antagonist,active antagonist,21.3138,-58.1575
144211247,36324,0,inactive,inactive,,0
144212063,36326,0,inactive,inactive,,0
144204179,36339,0,inactive,inactive,,0
144205555,36354,0,inactive,inactive,,0
144212329,36382,0,inactive,inactive,,0
144213264,36383,0,inactive,inactive,,0
144211650,36392,0,inactive,inactive,,0
144211437,36565,0,inactive,inactive,,0
144206990,36605,0,inactive,inactive,,0
144209426,36606,0,inactive,inactive,,0
144205521,36663,0,inactive,inactive,,0
144211646,36679,0,inactive,inactive,,0
144203677,36811,0,inactive,inactive,,0
144212909,36822,0,inactive,inactive,,0
144209668,37034,0,inactive,inactive,,0
144209167,37123,0,inactive,inactive,,0
144211675,37125,0,inactive,inactive,,0
144211037,37175,0,inactive,inactive,,0
144204777,37274,0,inactive,inactive,,0
144205451,37384,0,inactive,inactive,,0
144206521,37497,0,inactive,inactive,,0
144205850,37511,0,inactive,inactive,,0
144211182,37517,0,inactive,inactive,,0
144212449,37524,0,inactive,inactive,,0
144208165,37542,20,active agonist,active agonist,23.0605,48.0796
144206970,37767,0,inactive,inactive,,0
144204752,37768,0,inactive,inactive,,0
144213773,37829,0,inactive,inactive,,0
144205896,37907,0,inactive,inactive,,0
144205452,37910,0,inactive,inactive,,0
144211889,37995,0,inactive,inactive,,0
144204192,38010,0,inactive,inactive,,0
144209446,38037,0,inactive,inactive,,0
144205901,38072,20,active agonist,active agonist,20.5113,273.608
144205818,38102,0,inactive,inactive,,0
144207037,38103,0,inactive,inactive,,0
144212168,38235,0,inactive,inactive,,0
144205665,38258,0,inactive,inactive,,0
144213665,38284,0,inactive,inactive,,0
144207157,38347,0,inactive,inactive,,0
144205235,38409,0,inactive,inactive,,0
144211184,38479,0,inactive,inactive,,0
144208321,38764,0,inactive,inactive,,0
144211069,38779,0,inactive,inactive,,0
144210800,38852,0,inactive,inactive,,0
144209808,38853,0,inactive,inactive,,0
144212982,38854,0,inactive,inactive,,0
144213927,38855,0,inactive,inactive,,0
144205952,38882,0,inactive,inactive,,0
144211744,38884,40,active antagonist,active antagonist,,-30.975
144204332,38911,66,active antagonist,active antagonist,4.06451,-138.851
144212736,39040,49,active antagonist,active antagonist,13.0286,-46.1539
144212162,39042,0,inactive,inactive,,0
144204197,39147,0,inactive,inactive,,0
144203765,39214,0,inactive,inactive,,0
144211150,39223,0,inactive,inactive,,0
144211933,39230,0,inactive,inactive,,0
144206530,39324,0,inactive,inactive,,0
144211144,39327,0,inactive,inactive,,0
144205327,39328,0,inactive,inactive,,0
144211203,39385,0,inactive,inactive,,0
144212040,39485,48,active antagonist,active antagonist,28.599,-72.3789
144205721,39526,0,inactive,inactive,,0
144203732,39562,0,inactive,inactive,,0
144211418,39676,0,inactive,inactive,,0
144206024,39764,0,inactive,inactive,,0
144212988,39801,0,inactive,inactive,,0
144206692,39912,0,inactive,inactive,,0
144208863,39965,0,inactive,inactive,,0
53,40000,20,active agonist,active agonist,0.00864474,85.3754
144204205,40127,0,inactive,inactive,,0
144211801,40273,0,inactive,inactive,,0
144207369,40301,46,active antagonist,active antagonist,38.7763,-44.0823
144208784,40326,0,inactive,inactive,,0
144213864,40399,0,inactive,inactive,,0
144208630,40585,0,inactive,inactive,,0
144203776,40632,0,inactive,inactive,,0
144212569,40813,0,inactive,inactive,,0
144212700,40854,0,inactive,inactive,,0
144207406,41022,0,inactive,inactive,,0
144205378,41109,0,inactive,inactive,,0
144212295,41331,0,inactive,inactive,,0
144214038,41368,0,inactive,inactive,,0
144204700,41375,0,inactive,inactive,,0
144211399,41381,0,inactive,inactive,,0
144209534,41384,0,inactive,inactive,,0
144210741,41385,0,inactive,inactive,,0
144214034,41428,0,inactive,inactive,,0
144211564,41463,0,inactive,inactive,,0
144208126,41478,0,inactive,inactive,,0
144212748,41632,0,inactive,inactive,,0
54,41684,20,active agonist,active agonist,1.657951,178.7895
144212196,41690,0,inactive,inactive,,0
144204213,41781,0,inactive,inactive,,0
144206275,42373,0,inactive,inactive,,0
144212806,42504,0,inactive,inactive,,0
144211107,42586,0,inactive,inactive,,0
144205322,42725,54,active antagonist,active antagonist,6.74001,-74.3328
144212198,42745,0,inactive,inactive,,0
144205682,42963,0,inactive,inactive,,0
144206166,43032,52,active antagonist,active antagonist,14.5209,-84.1853
144209360,43079,0,inactive,inactive,,0
144207181,43116,20,active agonist,active agonist,0.156793,117.392
144210967,43226,47,active antagonist,active antagonist,48.9662,-96.6591
144204220,43231,0,inactive,inactive,,0
144212169,43233,0,inactive,inactive,,0
144211176,43234,0,inactive,inactive,,0
144204935,43261,0,inactive,inactive,,0
144204221,43507,0,inactive,inactive,,0
144206015,43593,0,inactive,inactive,,0
144212819,43598,0,inactive,inactive,,0
144214027,43704,0,inactive,inactive,,0
144205908,43961,0,inactive,inactive,,0
144209037,44073,0,inactive,inactive,,0
144205570,44112,0,inactive,inactive,,0
144210136,44368,20,active agonist,active agonist,3.98107,132.952
144204225,44383,0,inactive,inactive,,0
144204917,44561,0,inactive,inactive,,0
144204341,47320,20,active agonist,active agonist,5.31711,98.698
144212191,47445,0,inactive,inactive,,0
144212230,47455,0,inactive,inactive,,0
144206494,47462,0,inactive,inactive,,0
144204175,47471,0,inactive,inactive,,0
144207453,47491,0,inactive,inactive,,0
144207190,47510,0,inactive,inactive,,0
144204519,47528,0,inactive,inactive,,0
144213899,47649,0,inactive,inactive,,0
144204371,47812,0,inactive,inactive,,0
144205627,47866,0,inactive,inactive,,0
144214046,47898,0,inactive,inactive,,0
144212716,47936,20,active agonist,active agonist,3.88952,43.4095
144211483,47938,48,active antagonist,active antagonist,25.9954,-60.0455
144204202,47965,0,inactive,inactive,,0
144205502,47979,0,inactive,inactive,,0
144207047,48040,0,inactive,inactive,,0
144206137,48229,0,inactive,inactive,,0
144205333,49381,0,inactive,inactive,,0
144205594,50287,0,inactive,inactive,,0
144211563,50293,0,inactive,inactive,,0
144206699,50294,0,inactive,inactive,,0
144211413,50465,0,inactive,inactive,,0
144206633,50491,79,active antagonist,active antagonist,0.600704,-138.185
144207443,50516,0,inactive,inactive,,0
144212174,50895,49,active antagonist,active antagonist,4.89662,-35.7691
144211402,50897,55,active antagonist,active antagonist,0.489662,-42.7425
144205130,50942,0,inactive,inactive,,0
144204431,51039,0,inactive,inactive,,0
144204980,51040,0,inactive,inactive,,0
144206141,51045,0,inactive,inactive,,0
144204463,51173,0,inactive,inactive,,0
144208593,51556,0,inactive,inactive,,0
144204509,51576,0,inactive,inactive,,0
144211526,51605,0,inactive,inactive,,0
144204381,51634,0,inactive,inactive,,0
144205611,51683,0,inactive,inactive,,0
144204758,51763,0,inactive,inactive,,0
144212160,52997,0,inactive,inactive,,0
144208054,52999,0,inactive,inactive,,0
144204410,53001,0,inactive,inactive,,0
144204232,53025,0,inactive,inactive,,0
144211978,53172,0,inactive,inactive,,0
144210588,53232,49,active antagonist,active antagonist,29.0282,-84.9129
144206867,53359,0,inactive,inactive,,0
144204504,53388,0,inactive,inactive,,0
144207891,53462,0,inactive,inactive,,0
144205519,53555,0,inactive,inactive,,0
144203688,53708,54,active antagonist,active antagonist,0.881713,-43.1265
144212170,53735,0,inactive,inactive,,0
144204243,54117,0,inactive,inactive,,0
144206328,54158,0,inactive,inactive,,0
144205815,54343,0,inactive,inactive,,0
144205022,54360,0,inactive,inactive,,0
144204245,54362,0,inactive,inactive,,0
144204246,54384,0,inactive,inactive,,0
144204485,54477,0,inactive,inactive,,0
144204249,54580,20,active agonist,active agonist,0.000780444,108.186
144205805,54585,0,inactive,inactive,,0
144211318,54738,0,inactive,inactive,,0
144209206,54739,0,inactive,inactive,,0
144211329,54740,0,inactive,inactive,,0
144212535,54744,0,inactive,inactive,,0
144211214,54745,0,inactive,inactive,,0
144206142,54746,0,inactive,inactive,,0
144204253,54765,0,inactive,inactive,,0
144211275,54778,0,inactive,inactive,,0
144203843,54840,0,inactive,inactive,,0
144206143,54889,0,inactive,inactive,,0
144204934,54891,0,inactive,inactive,,0
144207142,54897,0,inactive,inactive,,0
144207591,54960,0,inactive,inactive,,0
144204255,55182,0,inactive,inactive,,0
144212158,55245,80,active antagonist,active antagonist,0.00593239,-74.1618
144204790,55305,0,inactive,inactive,,0
144204505,55329,0,inactive,inactive,,0
144206777,55361,0,inactive,inactive,,0
144204258,55397,0,inactive,inactive,,0
144206582,55483,0,inactive,inactive,,0
144203722,55918,50,active antagonist,active antagonist,2.13138,-32.2526
144206571,56031,0,inactive,inactive,,0
144213865,56069,0,inactive,inactive,,0
144205958,56205,0,inactive,inactive,,0
144205015,56207,0,inactive,inactive,,0
144206524,56330,0,inactive,inactive,,0
144205338,56463,0,inactive,inactive,,0
144206507,56704,0,inactive,inactive,,0
144203809,56959,0,inactive,inactive,,0
144204513,56971,0,inactive,inactive,,0
144204775,57004,0,inactive,inactive,,0
144205562,57242,0,inactive,inactive,,0
144208704,57363,0,inactive,inactive,,0
144204744,57364,0,inactive,inactive,,0
144204536,57469,0,inactive,inactive,,0
144205596,57782,0,inactive,inactive,,0
144205557,57952,0,inactive,inactive,,0
144207072,58504,0,inactive,inactive,,0
144206180,59227,0,inactive,inactive,,0
144213918,59694,0,inactive,inactive,,0
144205826,59708,0,inactive,inactive,,0
144206896,59774,0,inactive,inactive,,0
144206857,60021,0,inactive,inactive,,0
144205789,60164,52,active antagonist,active antagonist,7.56242,-60.975
144205435,60172,0,inactive,inactive,,0
144205133,60464,0,inactive,inactive,,0
144205233,60490,0,inactive,inactive,,0
144207025,60496,0,inactive,inactive,,0
144204507,60510,0,inactive,inactive,,0
144204251,60561,0,inactive,inactive,,0
144205511,60582,0,inactive,inactive,,0
144205420,60605,0,inactive,inactive,,0
144206546,60613,0,inactive,inactive,,0
144205959,60651,0,inactive,inactive,,0
144204745,60703,0,inactive,inactive,,0
144206576,60714,0,inactive,inactive,,0
144206197,60749,0,inactive,inactive,,0
144206848,60751,0,inactive,inactive,,0
144206551,60754,0,inactive,inactive,,0
144210744,60768,0,inactive,inactive,,0
144206140,60785,0,inactive,inactive,,0
144206841,60790,0,inactive,inactive,,0
144206839,60810,0,inactive,inactive,,0
55,60822,50,active antagonist,active antagonist,15.781065,-62.38195
144204771,60839,0,inactive,inactive,,0
144205747,60854,0,inactive,inactive,,0
144205743,60855,0,inactive,inactive,,0
144205008,60857,0,inactive,inactive,,0
144205796,60871,0,inactive,inactive,,0
144207166,60875,0,inactive,inactive,,0
144205746,60877,0,inactive,inactive,,0
144204741,60910,0,inactive,inactive,,0
144206514,60936,0,inactive,inactive,,0
144206533,60946,0,inactive,inactive,,0
144205751,60953,0,inactive,inactive,,0
144207897,60960,0,inactive,inactive,,0
144204442,60961,0,inactive,inactive,,0
144205171,60962,0,inactive,inactive,,0
144209770,60966,0,inactive,inactive,,0
144212124,60976,0,inactive,inactive,,0
144206386,60977,0,inactive,inactive,,0
144212277,60988,0,inactive,inactive,,0
144210992,60995,0,inactive,inactive,,0
144207883,60999,0,inactive,inactive,,0
144205185,61002,0,inactive,inactive,,0
144211373,61005,0,inactive,inactive,,0
144211482,61007,0,inactive,inactive,,0
144211245,61008,0,inactive,inactive,,0
144211288,61014,0,inactive,inactive,,0
144211258,61016,0,inactive,inactive,,0
144207275,61017,0,inactive,inactive,,0
144207347,61020,0,inactive,inactive,,0
144212878,61027,0,inactive,inactive,,0
144207408,61032,0,inactive,inactive,,0
144211504,61038,0,inactive,inactive,,0
144213681,61040,0,inactive,inactive,,0
144209921,61041,0,inactive,inactive,,0
144212644,61048,0,inactive,inactive,,0
144212989,61051,0,inactive,inactive,,0
144211868,61053,0,inactive,inactive,,0
144212852,61054,0,inactive,inactive,,0
144212393,61055,0,inactive,inactive,,0
144209632,61056,0,inactive,inactive,,0
144213475,61057,0,inactive,inactive,,0
144212562,61059,49,active antagonist,active antagonist,25.9954,-77.1107
144212693,61080,0,inactive,inactive,,0
144209940,61082,0,inactive,inactive,,0
144212907,61098,0,inactive,inactive,,0
144203787,61100,0,inactive,inactive,,0
144212601,61124,0,inactive,inactive,,0
144212386,61138,0,inactive,inactive,,0
144207734,61144,0,inactive,inactive,,0
144212651,61151,0,inactive,inactive,,0
144212339,61163,0,inactive,inactive,,0
144207888,61186,0,inactive,inactive,,0
144211979,61196,0,inactive,inactive,,0
144212645,61204,0,inactive,inactive,,0
144207557,61207,0,inactive,inactive,,0
144212946,61209,0,inactive,inactive,,0
144209967,61225,0,inactive,inactive,,0
144212194,61234,0,inactive,inactive,,0
144208352,61247,0,inactive,inactive,,0
144211268,61254,0,inactive,inactive,,0
144207845,61274,0,inactive,inactive,,0
144212115,61285,0,inactive,inactive,,0
144208124,61286,0,inactive,inactive,,0
144212966,61290,0,inactive,inactive,,0
144211690,61329,0,inactive,inactive,,0
144212765,61341,0,inactive,inactive,,0
144208425,61345,0,inactive,inactive,,0
144213027,61346,0,inactive,inactive,,0
144212844,61384,0,inactive,inactive,,0
144207371,61410,0,inactive,inactive,,0
144212871,61417,0,inactive,inactive,,0
144211160,61503,0,inactive,inactive,,0
144211379,61510,0,inactive,inactive,,0
144207473,61527,0,inactive,inactive,,0
144212116,61571,0,inactive,inactive,,0
144205176,61574,0,inactive,inactive,,0
144211859,61585,0,inactive,inactive,,0
144209688,61591,0,inactive,inactive,,0
144211545,61594,0,inactive,inactive,,0
144212876,61631,0,inactive,inactive,,0
144212882,61634,0,inactive,inactive,,0
144212803,61660,0,inactive,inactive,,0
144212953,61663,0,inactive,inactive,,0
144212599,61670,0,inactive,inactive,,0
144212632,61701,0,inactive,inactive,,0
144212026,61718,0,inactive,inactive,,0
144211098,61719,0,inactive,inactive,,0
144212091,61771,0,inactive,inactive,,0
144212692,61828,0,inactive,inactive,,0
144211602,61931,0,inactive,inactive,,0
144213008,61945,48,active antagonist,active antagonist,32.7263,-66.944
144212268,61948,47,active antagonist,active antagonist,50.8819,-99.3063
144212606,61953,0,inactive,inactive,,0
144209775,61972,0,inactive,inactive,,0
144212896,61982,0,inactive,inactive,,0
144207043,62064,0,inactive,inactive,,0
144212960,62092,0,inactive,inactive,,0
144212975,62098,0,inactive,inactive,,0
144212749,62105,0,inactive,inactive,,0
144212432,62118,0,inactive,inactive,,0
144212254,62142,0,inactive,inactive,,0
144208212,62158,0,inactive,inactive,,0
144211272,62210,48,active antagonist,active antagonist,7.76062,-33.7446
144212877,62217,0,inactive,inactive,,0
144212205,62240,0,inactive,inactive,,0
144211185,62276,0,inactive,inactive,,0
144209266,62277,0,inactive,inactive,,0
144206389,62300,0,inactive,inactive,,0
56,62306,20,active agonist,active agonist,15.56495,67.8206
144212092,62328,0,inactive,inactive,,0
144212565,62329,0,inactive,inactive,,0
144205860,62330,0,inactive,inactive,,0
144211721,62334,0,inactive,inactive,,0
144213023,62336,0,inactive,inactive,,0
144211265,62341,0,inactive,inactive,,0
144211709,62347,0,inactive,inactive,,0
144212580,62371,0,inactive,inactive,,0
144208391,62374,0,inactive,inactive,,0
144211624,62389,0,inactive,inactive,,0
144209725,62390,0,inactive,inactive,,0
144212500,62406,0,inactive,inactive,,0
144211995,62411,0,inactive,inactive,,0
144204062,62413,0,inactive,inactive,,0
144212549,62421,0,inactive,inactive,,0
144211786,62428,0,inactive,inactive,,0
144208263,62430,0,inactive,inactive,,0
144212529,62433,0,inactive,inactive,,0
144211909,62445,0,inactive,inactive,,0
144207211,62449,0,inactive,inactive,,0
144212625,62465,0,inactive,inactive,,0
144212978,62467,0,inactive,inactive,,0
144207656,62475,0,inactive,inactive,,0
144207427,62477,0,inactive,inactive,,0
144208797,62479,0,inactive,inactive,,0
144210816,62485,0,inactive,inactive,,0
144207844,62493,0,inactive,inactive,,0
144205486,62495,0,inactive,inactive,,0
144207278,62500,0,inactive,inactive,,0
144205402,62529,0,inactive,inactive,,0
144205932,62531,0,inactive,inactive,,0
144212883,62539,0,inactive,inactive,,0
144213172,62542,0,inactive,inactive,,0
144208919,62551,0,inactive,inactive,,0
144208343,62553,0,inactive,inactive,,0
144212409,62576,0,inactive,inactive,,0
144212779,62583,0,inactive,inactive,,0
144211694,62592,0,inactive,inactive,,0
144213708,62630,0,inactive,inactive,,0
144208359,62648,0,inactive,inactive,,0
144208524,62655,0,inactive,inactive,,0
144207205,62660,0,inactive,inactive,,0
144212974,62661,0,inactive,inactive,,0
144210069,62672,0,inactive,inactive,,0
144207499,62725,0,inactive,inactive,,0
144205386,62751,0,inactive,inactive,,0
144209738,62753,0,inactive,inactive,,0
144208357,62770,20,active agonist,active agonist,0.318126,335.887
144211090,62781,0,inactive,inactive,,0
144208689,62783,0,inactive,inactive,,0
144206403,62786,0,inactive,inactive,,0
144212561,62817,0,inactive,inactive,,0
144213694,62823,0,inactive,inactive,,0
144205874,62827,0,inactive,inactive,,0
144212817,62835,0,inactive,inactive,,0
144212479,62852,0,inactive,inactive,,0
144204292,62881,0,inactive,inactive,,0
144209084,62882,0,inactive,inactive,,0
144212161,62884,0,inactive,inactive,,0
144212653,62907,0,inactive,inactive,,0
144212825,62923,0,inactive,inactive,,0
144213002,62935,0,inactive,inactive,,0
144206706,62937,20,active agonist,active agonist,10.6822,41.1647
144204531,62960,0,inactive,inactive,,0
