PUBCHEM_CID,Activity Score,Ratio Potency (uM),Ratio Efficacy (%)
12021,inactive,,0
12025,inactive,,0
12035,inactive,,0
12046,inactive,,0
12051,inactive,,0
12053,inactive,,0
12059,inactive,,0
12062,inactive,,0
12069,inactive,,0
12076,inactive,,0
12078,inactive,,0
12087,inactive,,0
12088,inactive,,0
12089,inactive,,0
12091,inactive,,0
12100,inactive,,0
12101,inactive,,0
12104,inactive,,0
12111,inactive,,0
12113,inactive,,0
12120,inactive,,0
12124,inactive,,0
12127,inactive,,0
12130,inactive,,0
12148,inactive,,0
12150,inactive,,0
12160,inactive,,0
12161,inactive,,0
12163,inactive,,0
12164,active antagonist,0.364749,-80.5257
12170,inactive,,0
12180,inactive,,0
12185,inactive,,0
12198,inactive,,0
12209,inactive,,0
12228,inactive,,0
12232,inactive,,0
12244,inactive,,0
12251,inactive,,0
12252,inactive,,0
12257,inactive,,0
12262,inactive,,0
12266,inactive,,0
12276,inactive,,0
12281,inactive,,0
12296,inactive,,0
12301,inactive,,0
12302,inactive,,0
12308,inactive,,0
12328,inactive,,0
12329,inactive,,0
12332,inactive,,0
12342,inactive,,0
12344,inactive,,0
12348,inactive,,0
12364,inactive,,0
12366,inactive,,0
12368,inactive,,0
12372,inactive,,0
12374,inactive,,0
12375,inactive,,0
12377,inactive,,0
12388,inactive,,0
12389,inactive,,0
12391,inactive,,0
12394,inactive,,0
12395,inactive,,0
12397,inactive,,0
12398,inactive,,0
12418,inactive,,0
12433,inactive,,0
12443,inactive,,0
12447,inactive,,0
12456,active agonist,8.77579,100.112
12463,inactive,,0
12468,inactive,,0
12471,inactive,,0
12478,inactive,,0
12484,inactive,,0
12512,inactive,,0
12525,inactive,,0
12527,inactive,,0
12530,inactive,,0
12532,inactive,,0
12542,inactive,,0
12560,inactive,,0
12566,inactive,,0
12570,inactive,,0
12572,inactive,,0
12573,inactive,,0
12574,inactive,,0
12576,inactive,,0
12580,inactive,,0
12582,inactive,,0
12586,inactive,,0
12589,inactive,,0
12597,inactive,,0
12613,inactive,,0
12620,inactive,,0
12628,inactive,,0
12635,inactive,,0
12675,inactive,,0
12679,inactive,,0
12681,inactive,,0
12682,inactive,,0
12694,inactive,,0
12699,inactive,,0
12703,inactive,,0
12713,inactive,,0
12715,inactive,,0
12729,inactive,,0
12733,inactive,,0
12734,inactive,,0
12736,inactive,,0
12742,inactive,,0
12744,inactive,,0
12748,inactive,,0
12749,inactive,,0
12756,inactive,,0
12769,inactive,,0
12777,inactive,,0
12793,inactive,,0
12810,inactive,,0
12813,inactive,,0
12860,inactive,,0
12867,inactive,,0
12868,inactive,,0
12898,active antagonist,18.4033,-62.3419
12901,inactive,,0
12902,inactive,,0
12932,inactive,,0
12938,inactive,,0
12947,inactive,,0
12955,active antagonist,3.66218,-67.7062
12958,inactive,,0
12967,inactive,,0
12968,inactive,,0
12971,inactive,,0
12977,inactive,,0
12989,inactive,,0
12998,inactive,,0
13000,inactive,,0
13032,inactive,,0
13065,inactive,,0
13075,inactive,,0
13081,inactive,,0
13097,inactive,,0
13109,active antagonist,0.174164,-121.264
13113,inactive,,0
13118,active agonist,3.99812,113.49
13134,inactive,,0
13144,inactive,,0
13150,inactive,,0
13165,active agonist,45.3485,121.132
13166,inactive,,0
13192,inactive,,0
13195,inactive,,0
13203,inactive,,0
13205,inactive,,0
13214,inactive,,0
13220,inactive,,0
13223,inactive,,0
13232,inactive,,0
13233,inactive,,0
13246,inactive,,0
13254,inactive,,0
13263,inactive,,0
13266,inactive,,0
13271,inactive,,0
13282,inactive,,0
13283,inactive,,0
13286,inactive,,0
13297,inactive,,0
13345,inactive,,0
13360,inactive,,0
13363,inactive,,0
13381,inactive,,0
13382,inactive,,0
13387,inactive,,0
13398,inactive,,0
13400,inactive,,0
13404,inactive,,0
13428,active antagonist,5.68949,-57.2437
13432,inactive,,0
13436,inactive,,0
13450,inactive,,0
13493,inactive,,0
13506,inactive,,0
13514,inactive,,0
13521,inactive,,0
13522,inactive,,0
13539,inactive,,0
13542,inactive,,0
13551,inactive,,0
13578,inactive,,0
13583,inactive,,0
13586,inactive,,0
13591,inactive,,0
13594,inactive,,0
13602,inactive,,0
13610,inactive,,0
13613,inactive,,0
13617,inactive,,0
13618,inactive,,0
13619,inactive,,0
13622,inactive,,0
13624,inactive,,0
13654,inactive,,0
13671,inactive,,0
13676,inactive,,0
13689,inactive,,0
13690,inactive,,0
13708,inactive,,0
13709,inactive,,0
13728,inactive,,0
13745,active antagonist,28.0039,-76.5375
13754,inactive,,0
13755,inactive,,0
13756,inactive,,0
13764,inactive,,0
13769,inactive,,0
13783,inactive,,0
13789,active antagonist,12.9418,-117.32
13791,active antagonist,7.2777,-91.1098
13816,active agonist,0.927093,62.8666
13831,inactive,,0
13836,inactive,,0
13838,inactive,,0
13848,inactive,,0
13849,inactive,,0
13878,inactive,,0
13888,inactive,,0
13905,inactive,,0
13916,inactive,,0
13930,inactive,,0
13931,inactive,,0
13940,inactive,,0
13953,inactive,,0
14025,inactive,,0
14050,inactive,,0
14051,inactive,,0
14075,inactive,,0
14079,inactive,,0
14090,inactive,,0
14104,inactive,,0
14106,inactive,,0
14127,inactive,,0
14130,inactive,,0
14145,active antagonist,14.9015,-88.2356
14184,inactive,,0
14210,inactive,,0
14215,inactive,,0
14218,inactive,,0
14219,active agonist,2.03708,97.0009
14220,inactive,,0
14223,inactive,,0
14228,inactive,,0
14231,inactive,,0
14233,inactive,,0
14235,inactive,,0
14236,inactive,,0
14240,inactive,,0
14242,inactive,,0
14257,inactive,,0
14260,inactive,,0
14264,inactive,,0
14276,inactive,,0
14284,inactive,,0
14286,inactive,,0
14295,inactive,,0
14296,inactive,,0
14300,inactive,,0
14310,inactive,,0
14337,inactive,,0
14347,inactive,,0
14357,inactive,,0
14369,inactive,,0
14385,active agonist,0.308956,24.7108
14456,inactive,,0
14465,inactive,,0
14489,inactive,,0
14493,inactive,,0
14500,inactive,,0
14503,inactive,,0
14511,inactive,,0
14520,inactive,,0
14525,inactive,,0
14529,inactive,,0
14569,inactive,,0
14586,active agonist,10.1349,243.359
14589,inactive,,0
14604,inactive,,0
14668,active agonist,4.41903,40.63
14676,inactive,,0
14709,inactive,,0
14710,active agonist,4.77156,144.97
14716,inactive,,0
14743,active antagonist,5.28725,-110.43
14776,inactive,,0
14782,inactive,,0
14802,inactive,,0
14855,inactive,,0
14868,inactive,,0
14869,inactive,,0
14871,inactive,,0
14878,inactive,,0
14895,inactive,,0
14896,inactive,,0
14899,inactive,,0
14982,inactive,,0
14985,inactive,,0
15004,inactive,,0
15008,inactive,,0
15032,active antagonist,11.8494,-97.3424
15037,inactive,,0
15046,inactive,,0
15050,inactive,,0
15069,inactive,,0
15074,inactive,,0
15078,inactive,,0
15088,inactive,,0
15103,inactive,,0
15106,inactive,,0
15109,inactive,,0
15122,inactive,,0
15132,inactive,,0
15133,inactive,,0
15139,inactive,,0
15144,inactive,,0
15158,inactive,,0
15165,inactive,,0
15206,inactive,,0
15209,active agonist,0.00684947,104.092
15232,inactive,,0
15250,inactive,,0
15260,inactive,,0
15277,inactive,,0
15278,inactive,,0
15286,inactive,,0
15287,inactive,,0
15290,inactive,,0
15294,inactive,,0
15295,inactive,,0
15313,inactive,,0
15331,inactive,,0
15348,inactive,,0
15359,inactive,,0
15376,inactive,,0
15387,inactive,,0
15394,inactive,,0
15406,inactive,,0
15407,inactive,,0
15412,inactive,,0
15413,inactive,,0
15415,inactive,,0
15420,inactive,,0
15424,inactive,,0
15427,inactive,,0
15432,active agonist,4.83068,55.0888
15436,inactive,,0
15439,inactive,,0
15443,inactive,,0
15458,inactive,,0
15459,inactive,,0
15466,inactive,,0
15510,inactive,,0
15512,inactive,,0
15513,inactive,,0
15529,inactive,,0
15530,inactive,,0
15531,active agonist,4.35985,71.1743
15533,active antagonist,59.1208,-57.9162
15538,inactive,,0
15546,inactive,,0
15553,inactive,,0
15560,inactive,,0
15568,inactive,,0
15580,inactive,,0
15583,inactive,,0
15588,active antagonist,,-12.0352
15595,inactive,,0
15600,inactive,,0
15612,inactive,,0
15615,inactive,,0
15624,inactive,,0
15625,inactive,,0
15627,inactive,,0
15629,inactive,,0
15630,inactive,,0
15659,inactive,,0
15660,inactive,,0
15666,inactive,,0
15678,inactive,,0
15684,inactive,,0
15723,inactive,,0
15730,inactive,,0
15752,inactive,,0
15763,inactive,,0
15765,inactive,,0
15766,inactive,,0
15767,inactive,,0
15787,inactive,,0
15797,inactive,,0
15816,inactive,,0
15817,inactive,,0
15906,inactive,,0
15909,inactive,,0
15927,inactive,,0
15965,inactive,,0
15967,inactive,,0
15969,inactive,,0
15998,inactive,,0
16002,inactive,,0
16003,inactive,,0
16004,inactive,,0
16013,inactive,,0
16015,inactive,,0
16043,inactive,,0
16096,inactive,,0
16097,inactive,,0
16106,inactive,,0
16116,inactive,,0
16124,inactive,,0
16125,inactive,,0
16135,inactive,,0
16143,inactive,,0
16158,active agonist,0.00337801,117.382
16180,inactive,,0
16181,inactive,,0
16183,inactive,,0
16221,inactive,,0
16224,inactive,,0
16231,inactive,,0
16237,inactive,,0
16241,inactive,,0
16247,inactive,,0
16258,inactive,,0
16278,inactive,,0
16303,inactive,,0
16305,inactive,,0
16306,inactive,,0
16315,inactive,,0
16316,inactive,,0
16329,inactive,,0
16331,inactive,,0
16351,inactive,,0
16363,inactive,,0
16387,inactive,,0
16402,inactive,,0
16420,inactive,,0
16421,inactive,,0
16422,active antagonist,59.3239,-53.1371
16449,inactive,,0
16463,inactive,,0
16490,active agonist,0.00155719,119.541
16533,active agonist,0.00180536,93.268
16541,inactive,,0
16551,inactive,,0
16560,inactive,,0
16562,inactive,,0
16564,inactive,,0
16584,active antagonist,17.6149,-68.56255
16590,inactive,,0
16591,inactive,,0
16627,inactive,,0
16637,inactive,,0
16640,inactive,,0
16653,inactive,,0
16659,inactive,,0
16666,inactive,,0
16678,inactive,,0
16683,inactive,,0
16685,inactive,,0
16698,inactive,,0
16700,inactive,,0
16720,inactive,,0
16724,inactive,,0
16726,inactive,,0
16741,inactive,,0
16773,inactive,,0
16821,active agonist,47.1284,50.4011
16834,inactive,,0
16837,inactive,,0
16846,inactive,,0
16854,active antagonist,48.8524,-81.7853
16872,active agonist,43.6465,39.5152
16887,inactive,,0
16891,inactive,,0
16907,inactive,,0
16932,inactive,,0
16945,inactive,,0
16949,inactive,,0
16961,active agonist,0.05794673,111.181
16971,inactive,,0
16976,inactive,,0
16990,inactive,,0
16993,inactive,,0
17004,inactive,,0
17016,inactive,,0
17038,inactive,,0
17043,inactive,,0
17046,inactive,,0
17049,inactive,,0
17090,inactive,,0
17092,inactive,,0
17095,inactive,,0
17100,inactive,,0
17110,inactive,,0
17111,inactive,,0
17113,inactive,,0
17134,inactive,,0
17151,inactive,,0
17159,inactive,,0
17162,inactive,,0
17163,inactive,,0
17168,inactive,,0
17170,active agonist,8.38173,73.581
17181,inactive,,0
17185,inactive,,0
17231,inactive,,0
17234,inactive,,0
17236,inactive,,0
17244,inactive,,0
17258,inactive,,0
17259,inactive,,0
17275,inactive,,0
17276,inactive,,0
17279,inactive,,0
17291,inactive,,0
17304,inactive,,0
17305,inactive,,0
17317,inactive,,0
17318,inactive,,0
17321,inactive,,0
17349,inactive,,0
17355,inactive,,0
17356,inactive,,0
17406,inactive,,0
17429,inactive,,0
17432,inactive,,0
17434,inactive,,0
17435,inactive,,0
17462,inactive,,0
17499,inactive,,0
17506,inactive,,0
17513,inactive,,0
17516,inactive,,0
17517,inactive,,0
17525,inactive,,0
17531,inactive,,0
17549,inactive,,0
17569,inactive,,0
17570,inactive,,0
17581,inactive,,0
17593,inactive,,0
17595,inactive,,0
17599,active antagonist,7.54984,-209.665
17617,inactive,,0
17652,inactive,,0
17671,inactive,,0
17683,inactive,,0
17693,inactive,,0
17695,inactive,,0
17701,active antagonist,7.76062,-26.2482
17719,inactive,,0
17722,inactive,,0
17730,inactive,,0
17739,inactive,,0
17756,inactive,,0
17816,inactive,,0
17818,inactive,,0
17819,inactive,,0
17857,inactive,,0
17858,inactive,,0
17869,inactive,,0
17880,inactive,,0
17888,inactive,,0
17891,inactive,,0
17913,inactive,,0
17931,active antagonist,15.089,-75.0377
17946,inactive,,0
18016,inactive,,0
18048,inactive,,0
18050,inactive,,0
18055,inactive,,0
18056,inactive,,0
18062,inactive,,0
18087,inactive,,0
18137,inactive,,0
18170,active agonist,33.495,102.031
18177,inactive,,0
18193,inactive,,0
18196,inactive,,0
18198,inactive,,0
18204,inactive,,0
18205,inactive,,0
18273,inactive,,0
18283,inactive,,0
18290,inactive,,0
18303,inactive,,0
18340,inactive,,0
18343,inactive,,0
18360,inactive,,0
18370,inactive,,0
18430,inactive,,0
18480,inactive,,0
18484,inactive,,0
18487,inactive,,0
18502,inactive,,0
18510,inactive,,0
18522,inactive,,0
18555,inactive,,0
18603,inactive,,0
18604,inactive,,0
18617,inactive,,0
18635,inactive,,0
18637,inactive,,0
18689,inactive,,0
18692,inactive,,0
18725,inactive,,0
18728,inactive,,0
18730,inactive,,0
18732,inactive,,0
18745,inactive,,0
18752,inactive,,0
18756,inactive,,0
18783,inactive,,0
18815,inactive,,0
18827,inactive,,0
18831,inactive,,0
18938,inactive,,0
19003,inactive,,0
19004,inactive,,0
19022,inactive,,0
19079,inactive,,0
19095,inactive,,0
19113,inactive,,0
19137,inactive,,0
19165,inactive,,0
19188,inactive,,0
19223,inactive,,0
19241,inactive,,0
19266,inactive,,0
19283,inactive,,0
19309,inactive,,0
19379,inactive,,0
19395,inactive,,0
19402,inactive,,0
19458,inactive,,0
19463,inactive,,0
19499,inactive,,0
19518,inactive,,0
19522,inactive,,0
19529,inactive,,0
19539,inactive,,0
19571,active antagonist,4.41903,-91.0053
19587,inactive,,0
19592,inactive,,0
19596,inactive,,0
19601,inactive,,0
19602,active antagonist,33.1674,-98.8555
19604,inactive,,0
19633,inactive,,0
19646,inactive,,0
19648,inactive,,0
19658,inactive,,0
19665,inactive,,0
19675,inactive,,0
19700,inactive,,0
19707,inactive,,0
19731,inactive,,0
19756,inactive,,0
19800,inactive,,0
19838,inactive,,0
19861,inactive,,0
19871,inactive,,0
19910,active antagonist,21.3138,-115.124
19917,inactive,,0
19918,inactive,,0
19920,inactive,,0
19958,inactive,,0
19988,inactive,,0
19996,active antagonist,41.3966,-100.392
19999,inactive,,0
20039,inactive,,0
20083,inactive,,0
20084,inactive,,0
20087,inactive,,0
20129,inactive,,0
20138,inactive,,0
20169,inactive,,0
20179,inactive,,0
20239,inactive,,0
20240,inactive,,0
20250,active antagonist,4.34437,-47.4476
20275,inactive,,0
20279,inactive,,0
20282,inactive,,0
20298,inactive,,0
20352,inactive,,0
20353,inactive,,0
20392,inactive,,0
20393,inactive,,0
20417,inactive,,0
20469,active agonist,0.0330007,98.4749
20473,inactive,,0
20525,inactive,,0
20546,inactive,,0
20653,inactive,,0
20686,inactive,,0
20691,inactive,,0
20701,inactive,,0
20739,inactive,,0
20749,inactive,,0
20750,inactive,,0
20769,inactive,,0
20803,inactive,,0
20812,inactive,,0
20848,inactive,,0
20861,inactive,,0
20933,inactive,,0
20936,inactive,,0
20949,inactive,,0
20965,inactive,,0
20993,inactive,,0
21058,inactive,,0
21059,inactive,,0
21070,active antagonist,6.24205,-99.4793
21080,inactive,,0
21088,inactive,,0
21096,inactive,,0
21102,inactive,,0
21138,inactive,,0
21202,inactive,,0
21208,inactive,,0
21209,inactive,,0
21210,inactive,,0
21220,inactive,,0
21265,inactive,,0
21277,inactive,,0
21307,inactive,,0
21322,inactive,,0
21387,inactive,,0
21414,inactive,,0
21453,inactive,,0
21467,inactive,,0
21499,inactive,,0
21501,inactive,,0
21531,inactive,,0
21534,inactive,,0
21574,inactive,,0
21575,inactive,,0
21576,inactive,,0
21583,inactive,,0
21622,inactive,,0
21630,inactive,,0
21640,inactive,,0
21648,inactive,,0
21651,inactive,,0
21653,inactive,,0
21660,inactive,,0
21685,inactive,,0
21694,active antagonist,8.37665,-49.6514
21700,active agonist,0.00248501,94.3716
21718,inactive,,0
21743,inactive,,0
21768,inactive,,0
21798,inactive,,0
21800,active agonist,0.00312844,103.718
21803,inactive,,0
21804,active antagonist,24.3942,-101.678
21826,active agonist,0.0393847,100.869
21845,inactive,,0
21847,inactive,,0
21859,inactive,,0
21921,inactive,,0
21954,inactive,,0
21984,inactive,,0
22086,inactive,,0
22094,inactive,,0
22162,inactive,,0
22188,inactive,,0
22206,active antagonist,25.9954,-52.9691
22278,inactive,,0
22311,inactive,,0
22344,inactive,,0
22420,inactive,,0
22456,inactive,,0
22463,inactive,,0
22475,inactive,,0
22522,inactive,,0
22529,inactive,,0
22544,inactive,,0
22549,inactive,,0
22563,inactive,,0
22571,inactive,,0
22574,inactive,,0
22576,inactive,,0
22584,inactive,,0
22586,active antagonist,17.2995,-56.9142
22601,inactive,,0
22628,inactive,,0
22697,inactive,,0
22704,inactive,,0
22710,inactive,,0
22833,inactive,,0
22842,inactive,,0
22873,inactive,,0
22879,inactive,,0
22932,inactive,,0
22960,inactive,,0
22985,inactive,,0
23017,inactive,,0
23019,inactive,,0
23173,inactive,,0
23194,inactive,,0
23235,inactive,,0
23284,inactive,,0
23294,inactive,,0
23327,inactive,,0
23347,inactive,,0
23354,inactive,,0
23360,inactive,,0
23368,inactive,,0
23392,inactive,,0
23394,inactive,,0
23418,inactive,,0
23421,inactive,,0
23435,inactive,,0
23479,inactive,,0
23535,inactive,,0
23537,inactive,,0
23540,active agonist,47.1227,116.101
23565,inactive,,0
23603,inactive,,0
23654,inactive,,0
23674,inactive,,0
23702,inactive,,0
23741,inactive,,0
23892,inactive,,0
23894,inactive,,0
24007,inactive,,0
24066,inactive,,0
24107,active antagonist,4.25266,-51.3035
24114,inactive,,0
24116,inactive,,0
24191,inactive,,0
24210,inactive,,0
24233,inactive,,0
24244,inactive,,0
24261,inactive,,0
24268,inactive,,0
24287,inactive,,0
24290,inactive,,0
24309,inactive,,0
24314,inactive,,0
24321,inactive,,0
24351,inactive,,0
24361,inactive,,0
24385,inactive,,0
24393,inactive,,0
24412,inactive,,0
24433,inactive,,0
24434,inactive,,0
24436,inactive,,0
24451,inactive,,0
24482,inactive,,0
24502,active antagonist,8.48517,-26.4818
24512,inactive,,0
24603,inactive,,0
24608,inactive,,0
24633,active agonist,0.4414355,21.5539
24639,inactive,,0
24648,inactive,,0
24671,inactive,,0
24685,inactive,,0
24699,inactive,,0
24705,inactive,,0
24723,inactive,,0
24730,inactive,,0
24733,inactive,,0
24743,inactive,,0
24744,inactive,,0
24750,inactive,,0
24752,inactive,,0
24762,inactive,,0
24764,inactive,,0
24769,inactive,,0
24771,inactive,,0
24773,active agonist,0.649145,62.3142
24781,inactive,,0
24798,inactive,,0
24812,inactive,,0
24813,inactive,,0
24814,inactive,,0
24819,inactive,,0
24838,inactive,,0
24842,inactive,,0
24846,inactive,,0
24847,inactive,,0
24874,inactive,,0
24883,inactive,,0
24915,inactive,,0
24934,inactive,,0
24937,inactive,,0
24963,inactive,,0
25051,active agonist,3.25083,35.9263
25053,inactive,,0
25054,inactive,,0
25059,inactive,,0
25106,inactive,,0
25127,inactive,,0
25146,inactive,,0
25152,inactive,,0
25204,inactive,,0
25208,inactive,,0
25213,inactive,,0
25238,inactive,,0
25381,inactive,,0
25418,inactive,,0
25429,inactive,,0
25495,inactive,,0
25561,inactive,,0
25572,inactive,,0
25607,inactive,,0
25608,inactive,,0
25612,inactive,,0
25622,inactive,,0
25644,active antagonist,37.4354,-132.62
25670,inactive,,0
25711,inactive,,0
25750,inactive,,0
25798,inactive,,0
25804,inactive,,0
25833,inactive,,0
25912,inactive,,0
25914,inactive,,0
26030,active antagonist,1.73739,-97.5157
26033,inactive,,0
26049,inactive,,0
26068,inactive,,0
26098,inactive,,0
26124,inactive,,0
26132,inactive,,0
26133,active agonist,0.2485,91.3253
26176,inactive,,0
26177,active antagonist,32.8682,-86.6521
26197,inactive,,0
26204,inactive,,0
26229,inactive,,0
26248,inactive,,0
26289,inactive,,0
26295,inactive,,0
26323,inactive,,0
26383,inactive,,0
26391,active antagonist,19.7391,-109.53
26436,inactive,,0
26447,inactive,,0
26483,inactive,,0
26534,inactive,,0
26596,active agonist,0.271649,160.556
26602,inactive,,0
26618,inactive,,0
26650,inactive,,0
26690,inactive,,0
26710,active agonist,0.0442493,20.0597
26758,inactive,,0
26808,inactive,,0
26951,inactive,,0
26955,inactive,,0
26964,inactive,,0
26989,inactive,,0
27054,inactive,,0
27189,inactive,,0
27195,inactive,,0
27200,inactive,,0
27295,active antagonist,7.76062,-44.8029
27350,inactive,,0
27368,inactive,,0
27400,inactive,,0
27447,inactive,,0
27457,inactive,,0
27458,inactive,,0
27461,inactive,,0
27503,inactive,,0
27582,inactive,,0
27648,inactive,,0
27655,inactive,,0
27661,inactive,,0
27689,inactive,,0
27756,inactive,,0
27812,active antagonist,0.312844,-137.996
27872,inactive,,0
27882,inactive,,0
27891,inactive,,0
27901,inactive,,0
27918,inactive,,0
27941,inactive,,0
27944,inactive,,0
27979,inactive,,0
27982,inactive,,0
27990,inactive,,0
28061,inactive,,0
28118,inactive,,0
28127,inactive,,0
28145,inactive,,0
28207,inactive,,0
28213,inactive,,0
28280,inactive,,0
28292,inactive,,0
28417,active antagonist,2.092217,-126.322
28446,inactive,,0
28554,inactive,,0
28620,inactive,,0
28693,inactive,,0
28697,inactive,,0
28700,inactive,,0
28718,inactive,,0
28767,inactive,,0
28780,inactive,,0
28803,inactive,,0
28858,inactive,,0
28871,inactive,,0
28891,inactive,,0
28935,active antagonist,34.6654,-76.6529
28999,inactive,,0
29096,inactive,,0
29112,inactive,,0
29216,inactive,,0
29228,inactive,,0
29249,inactive,,0
29307,inactive,,0
29327,inactive,,0
29354,inactive,,0
29732,inactive,,0
29858,inactive,,0
29872,inactive,,0
30019,inactive,,0
30231,inactive,,0
30323,active agonist,0.700369,56.7542
30360,inactive,,0
30479,inactive,,0
30541,inactive,,0
30623,inactive,,0
30627,inactive,,0
30692,active antagonist,52.8725,-20.5775
30709,inactive,,0
30717,inactive,,0
30771,inactive,,0
30773,inactive,,0
30914,inactive,,0
30951,inactive,,0
31018,inactive,,0
31060,inactive,,0
31070,inactive,,0
31072,inactive,,0
31100,inactive,,0
31101,active antagonist,2.68325,-32.0156
31143,inactive,,0
31170,inactive,,0
31195,inactive,,0
31200,inactive,,0
31208,inactive,,0
31209,inactive,,0
31211,inactive,,0
31214,inactive,,0
31215,inactive,,0
31217,inactive,,0
31218,inactive,,0
31219,inactive,,0
31222,inactive,,0
31223,inactive,,0
31224,inactive,,0
31225,inactive,,0
31226,inactive,,0
31227,inactive,,0
31230,inactive,,0
31234,inactive,,0
31236,inactive,,0
31237,inactive,,0
31241,inactive,,0
31242,inactive,,0
31243,inactive,,0
31244,inactive,,0
31249,inactive,,0
31251,inactive,,0
31253,inactive,,0
31255,inactive,,0
31256,inactive,,0
31260,inactive,,0
31261,inactive,,0
31263,inactive,,0
31264,inactive,,0
31265,inactive,,0
31269,inactive,,0
31272,inactive,,0
31275,inactive,,0
31276,inactive,,0
31279,inactive,,0
31283,inactive,,0
31284,inactive,,0
31286,inactive,,0
31288,inactive,,0
31289,inactive,,0
31291,inactive,,0
31294,inactive,,0
31296,inactive,,0
31297,inactive,,0
31298,inactive,,0
31307,active agonist,0.10246255,66.25455
31315,active antagonist,37.4309,-123.529
31326,inactive,,0
31331,inactive,,0
31335,inactive,,0
31337,inactive,,0
31340,inactive,,0
31343,inactive,,0
31344,inactive,,0
31347,inactive,,0
31352,inactive,,0
31353,inactive,,0
31355,inactive,,0
31356,active antagonist,40.1261,-78.3357
31357,inactive,,0
31362,inactive,,0
31368,inactive,,0
31370,inactive,,0
31373,inactive,,0
31374,inactive,,0
31378,active agonist,0.04369315,102.7875
31386,inactive,,0
31389,inactive,,0
31390,inactive,,0
31398,inactive,,0
31404,inactive,,0
31405,inactive,,0
31420,inactive,,0
31423,inactive,,0
31426,inactive,,0
31432,inactive,,0
31473,inactive,,0
31477,active agonist,22.1476,53.4663
31492,inactive,,0
31553,inactive,,0
31573,inactive,,0
31593,inactive,,0
31645,inactive,,0
31657,inactive,,0
31677,active antagonist,14.9015,-84.5117
31728,inactive,,0
31736,inactive,,0
31772,inactive,,0
31799,inactive,,0
31899,inactive,,0
31954,inactive,,0
31957,inactive,,0
32065,inactive,,0
32154,inactive,,0
32169,inactive,,0
32184,inactive,,0
32241,inactive,,0
32322,inactive,,0
32343,active agonist,13.4481,75.1353
32346,inactive,,0
32484,inactive,,0
32485,inactive,,0
32490,inactive,,0
32518,inactive,,0
32593,inactive,,0
32681,inactive,,0
32731,inactive,,0
32739,inactive,,0
32778,inactive,,0
32793,inactive,,0
32798,active agonist,0.000648625,102.413
32872,inactive,,0
32897,inactive,,0
32933,active antagonist,21.457835,-56.58505
32995,inactive,,0
33005,inactive,,0
33032,inactive,,0
33039,inactive,,0
33094,inactive,,0
33133,inactive,,0
33176,inactive,,0
33254,inactive,,0
33255,inactive,,0
33256,inactive,,0
33258,inactive,,0
33263,inactive,,0
33286,inactive,,0
33309,active agonist,25.3315,73.3448
33334,active agonist,21.3138,75.6641
33344,inactive,,0
33360,inactive,,0
33443,inactive,,0
33478,inactive,,0
33500,inactive,,0
33528,active antagonist,34.7418,-100.081
33557,inactive,,0
33565,inactive,,0
33599,inactive,,0
33611,inactive,,0
33613,inactive,,0
33624,inactive,,0
33733,inactive,,0
33741,inactive,,0
33775,inactive,,0
33786,active agonist,29.5761,166.832
33919,inactive,,0
33925,inactive,,0
33934,inactive,,0
33960,inactive,,0
34001,inactive,,0
34040,inactive,,0
34051,inactive,,0
34081,inactive,,0
34192,inactive,,0
34286,inactive,,0
34306,inactive,,0
34312,inactive,,0
34313,inactive,,0
34359,inactive,,0
34458,inactive,,0
34468,inactive,,0
34526,inactive,,0
34632,inactive,,0
34665,inactive,,0
34697,inactive,,0
34757,inactive,,0
34763,inactive,,0
34766,inactive,,0
34870,inactive,,0
35370,inactive,,0
35375,inactive,,0
35455,active agonist,3.01065,61.4072
35751,inactive,,0
35785,inactive,,0
35969,inactive,,0
36081,inactive,,0
36102,inactive,,0
36143,inactive,,0
36159,inactive,,0
36190,inactive,,0
36242,inactive,,0
36273,active agonist,23.0141,49.9308
36274,inactive,,0
36294,inactive,,0
36303,active antagonist,21.3138,-58.1575
36314,inactive,,0
36324,inactive,,0
36326,inactive,,0
36339,inactive,,0
36354,inactive,,0
36382,inactive,,0
36383,inactive,,0
36392,inactive,,0
36565,inactive,,0
36605,inactive,,0
36606,inactive,,0
36663,inactive,,0
36679,inactive,,0
36811,inactive,,0
36822,inactive,,0
36870,inactive,,0
37034,inactive,,0
37123,inactive,,0
37125,inactive,,0
37175,inactive,,0
37274,inactive,,0
37384,inactive,,0
37392,inactive,,0
37497,inactive,,0
37511,inactive,,0
37517,inactive,,0
37524,inactive,,0
37542,active agonist,23.0605,48.0796
37767,inactive,,0
37768,inactive,,0
37829,inactive,,0
37907,inactive,,0
37910,inactive,,0
37995,inactive,,0
38010,inactive,,0
38037,inactive,,0
38072,active agonist,20.5113,273.608
38102,inactive,,0
38103,inactive,,0
38221,active antagonist,61.2306,-24.1153
38235,inactive,,0
38258,inactive,,0
38283,inactive,,0
38284,inactive,,0
38347,inactive,,0
38360,inactive,,0
38409,inactive,,0
38479,inactive,,0
38764,inactive,,0
38779,inactive,,0
38852,inactive,,0
38853,inactive,,0
38854,inactive,,0
38855,inactive,,0
38882,inactive,,0
38884,active antagonist,,-30.975
38911,active antagonist,4.06451,-138.851
39040,active antagonist,13.0286,-46.1539
39042,inactive,,0
39147,inactive,,0
39186,inactive,,0
39214,inactive,,0
39223,inactive,,0
