PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Analysis Comment,W460-Curve_Description,W460-Fit_LogAC50,W460-Fit_HillSlope,W460-Fit_R2,W460-Fit_InfiniteActivity,W460-Fit_ZeroActivity,W460-Fit_CurveClass,W460-Excluded_Points,W460-Max_Response,W460-Activity at 0.0004339325 uM,W460-Activity at 0.00129 uM,W460-Activity at 0.00384 uM,W460-Activity at 0.00491 uM,W460-Activity at 0.012 uM,W460-Activity at 0.034 uM,W460-Activity at 0.057 uM,W460-Activity at 0.106 uM,W460-Activity at 0.314 uM,W460-Activity at 0.650 uM,W460-Activity at 0.975 uM,W460-Activity at 2.847 uM,W460-Activity at 4.858 uM,W460-Activity at 8.475 uM,W460-Activity at 24.77 uM,W460-Activity at 36.32 uM,W460-Activity at 76.79 uM,W460-Activity at 182.0 uM,W460-Activity at 407.0 uM,W460-Activity at 910.0 uM,W460-Activity at 2034.7 uM,W460-Activity at 4832.4 uM,W460-Activity at 10805.3 uM,W460-Activity at 24160.5 uM,W460-Activity at 54023.0 uM,Ratio-Curve_Description,Ratio-Fit_LogAC50,Ratio-Fit_HillSlope,Ratio-Fit_R2,Ratio-Fit_InfiniteActivity,Ratio-Fit_ZeroActivity,Ratio-Fit_CurveClass,Ratio-Excluded_Points,Ratio-Max_Response,Ratio-Activity at 0.0004339325 uM,Ratio-Activity at 0.00129 uM,Ratio-Activity at 0.00384 uM,Ratio-Activity at 0.00491 uM,Ratio-Activity at 0.012 uM,Ratio-Activity at 0.034 uM,Ratio-Activity at 0.057 uM,Ratio-Activity at 0.106 uM,Ratio-Activity at 0.314 uM,Ratio-Activity at 0.650 uM,Ratio-Activity at 0.975 uM,Ratio-Activity at 2.847 uM,Ratio-Activity at 4.858 uM,Ratio-Activity at 8.475 uM,Ratio-Activity at 24.77 uM,Ratio-Activity at 36.32 uM,Ratio-Activity at 76.79 uM,Ratio-Activity at 182.0 uM,Ratio-Activity at 407.0 uM,Ratio-Activity at 910.0 uM,Ratio-Activity at 2034.7 uM,Ratio-Activity at 4832.4 uM,Ratio-Activity at 10805.3 uM,Ratio-Activity at 24160.5 uM,Ratio-Activity at 54023.0 uM,W530-Curve_Description,W530-Fit_LogAC50,W530-Fit_HillSlope,W530-Fit_R2,W530-Fit_InfiniteActivity,W530-Fit_ZeroActivity,W530-Fit_CurveClass,W530-Excluded_Points,W530-Max_Response,W530-Activity at 0.0004339325 uM,W530-Activity at 0.00129 uM,W530-Activity at 0.00384 uM,W530-Activity at 0.00491 uM,W530-Activity at 0.012 uM,W530-Activity at 0.034 uM,W530-Activity at 0.057 uM,W530-Activity at 0.106 uM,W530-Activity at 0.314 uM,W530-Activity at 0.650 uM,W530-Activity at 0.975 uM,W530-Activity at 2.847 uM,W530-Activity at 4.858 uM,W530-Activity at 8.475 uM,W530-Activity at 24.77 uM,W530-Activity at 36.32 uM,W530-Activity at 76.79 uM,W530-Activity at 182.0 uM,W530-Activity at 407.0 uM,W530-Activity at 910.0 uM,W530-Activity at 2034.7 uM,W530-Activity at 4832.4 uM,W530-Activity at 10805.3 uM,W530-Activity at 24160.5 uM,W530-Activity at 54023.0 uM,Compound QC
1354,17390014,7503,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-ntp-p1/AB07930244-01/24060778,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 1 0 0 0 0 0 0 0,16.3889,-21.3706,,-11.283,,-25.2429,-27.3287,-5.3141,-7.286,5.548,-6.1061,-15.953,,-3.1905,-11.6917,-5.8385,-10.4728,16.3889,,,,,,,,,,,,,,,4,,18.5555,-15.8144,,-8.7234,,0.317,-11.1747,3.2252,0.2918,-7.8383,-10.6242,2.7689,,-4.7418,1.5365,-9.638,-11.2178,18.5555,,,,,,,,,,,,,,,4,,-8.9488,-8.5398,,-5.6121,,-14.9749,-12.9624,-8.0809,-10.453,6.2563,-2.1538,-12.1619,,-2.5532,-12.2544,-2.0695,-4.5517,-8.9488,,,,,,,,,QC'd by NIEHS/NTP
1355,17390015,244,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-ntp-p1/AB08582964-01/24059987,,Inactive,,,,,,,,,,4,,1.6608,-3.2279,,-1.9979,,1.4098,1.7122,21.1053,16.1101,-1.9509,-27.4591,-16.407,,-14.7136,10.5647,4.6945,3.1973,1.6608,,,,,,,,,,,,,,,4,,3.5952,-3.7615,,4.5129,,9.0778,15.1622,4.6494,6.998,7.8766,-6.2827,0.7444,,-1.5769,15.2754,3.9669,1.201,3.5952,,,,,,,,,,,,,,,4,,-6.6756,-4.4302,,-7.2777,,-5.0429,-10.7827,6.7467,-0.5678,-6.7377,-17.1077,-11.9403,,-10.9459,-7.0522,-3.1549,-2.7877,-6.6756,,,,,,,,,QC'd by NIEHS/NTP
1356,17390016,8785,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-ntp-p1/AB02540591-01/24060924,,Inconclusive,,,,Complete curve; partial efficacy; poor fit,-7.55,0.6,0.6183,19.3969,-29.9214,1.4,0 0 0 0 1 0 0 0 0 1 0 0 0 1,-4.5287,-23.5175,,-24.2973,,-17.3702,3.2881,-21.7751,14.0656,-2.531,7.5826,14.8249,,48.7941,48.3489,0.1913,14.7075,-4.5287,,,,,,,,,,,,,,,4,,0.3093,-12.8175,,-8.7016,,-6.6076,7.6735,21.5139,8.7138,-9.1331,-15.7539,8.5527,,22.5991,15.1873,-1.119,12.1418,0.3093,,,,,,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0 0 1,-12.7627,-17.4871,,-20.0552,,-14.5425,-11.3339,-29.8999,-6.7179,-3.214,6.1277,-3.0036,,7.5388,10.2042,-7.746,-6.8224,-12.7627,,,,,,,,,QC'd by NIEHS/NTP
1357,17390017,7367,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-ntp-p1/AB07944047-01/24060422,,Inactive,,,,,,,,,,4,,26.4482,-11.0266,,9.7113,,-4.1379,8.3098,-10.7731,9.4761,3.6369,17.6967,21.6624,,3.6827,11.9415,-8.5062,-2.0642,26.4482,,,,,,,,,,,,,,,4,,23.5179,7.4318,,11.8832,,1.7084,8.4218,1.9033,1.7523,0.3504,14.6194,11.7885,,9.6783,0.8892,8.382,10.0574,23.5179,,,,,,,,,,,,,,,4,,-3.1979,-13.2596,,-3.2752,,-2.4436,-2.0984,-7.7295,0.596,2.5977,-1.1087,5.6495,,-4.7506,3.5775,-11.2711,-9.0232,-3.1979,,,,,,,,,QC'd by NIEHS/NTP
1358,17390018,7220,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-ntp-p1/AB07985224-01/24060619,,Inactive,,,,,,,,,,4,1 0 0 0 1 0 0 0 0 0 0 0 0 0,-14.4361,-12.4467,,11.6192,,8.3781,-3.2881,16.6504,-6.343,7.7924,8.6301,7.7356,,-3.5223,-5.7638,4.4678,-16.9344,-14.4361,,,,,,,,,,,,,,,4,,11.3493,-14.3524,,14.0963,,-1.5525,-2.7099,12.1354,2.6786,-7.0815,1.268,3.6238,,-9.3202,-2.6344,9.8716,-11.0581,11.3493,,,,,,,,,,,,,,,4,0 0 0 0 0 1 1 0 0 0 0 0 0 0,-20.4427,-5.5699,,-7.0254,,3.2348,-5.9617,-2.5434,-12.3117,6.0072,-2.2075,-1.2803,,-1.4226,-8.1341,-8.6874,-9.1666,-20.4427,,,,,,,,,QC'd by NIEHS/NTP
1359,17390019,8447,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-ntp-p1/AB07981225-01/24060135,,Inactive,,,,,,,,,,4,,5.433,1.7857,,-10.7343,,-6.062,12.3941,11.367,5.9947,-20.0316,4.6256,-5.2413,,-11.272,7.6096,-12.6095,31.8709,5.433,,,,,,,,,,,,,,,4,,27.2338,6.697,,8.8056,,3.592,18.9652,11.9802,13.3117,6.6751,7.8122,11.1561,,8.7533,10.8653,3.7756,29.8288,27.2338,,,,,,,,,,,,,,,4,,-16.0006,-6.2458,,-13.2424,,-4.5618,-6.1319,-1.3873,-8.1682,-15.5193,-4.5176,-9.6548,,-13.2806,-4.9259,-11.3748,-3.0497,-16.0006,,,,,,,,,QC'd by NIEHS/NTP
1360,17390020,4650,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-ntp-p1/AB07944721-01/24059806,,Inactive,,,,,,,,,,4,,-10.8293,3.1546,,1.7413,,-8.2751,14.7348,6.0181,13.309,5.0913,-2.8907,-11.4425,,-5.137,13.3366,-1.5288,13.6176,-10.8293,,,,,,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-26.5013,10.9209,,4.9967,,14.7558,14.9442,-2.2209,12.5088,0.4267,1.9081,0.0603,,-4.6801,0.7345,11.1938,3.1472,-26.5013,,,,,,,,,,,,,,,4,,6.5456,-8.2918,,-4.2463,,-12.1009,-2.8377,3.7326,-4.2587,3.2028,-5.7136,-6.9041,,-1.6906,3.9416,-9.5108,2.4644,6.5456,,,,,,,,,QC'd by NIEHS/NTP
1361,17390021,8400,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-ntp-p1/AB07992997-01/24061142,,Inconclusive,,,,Complete curve; partial efficacy; poor fit,-7.7,1.9673,0.3235,20.0593,-1.0904,1.4,0 0 0 0 0 0 0 0 0 0 0 0 0 1,-12.1976,-1.2936,,1.8344,,-1.361,21.108,12.0583,15.3356,32.6441,33.935,23.3089,,28.0907,19.5093,22.5191,-13.3774,-12.1976,,,,,,,,,,,,,,,4,0 0 0 1 1 0 0 0 0 0 0 0 0 0,-9.2775,11.8745,,8.0903,,2.0335,-1.7219,17.7447,5.3456,1.9389,11.385,3.54,,9.2673,7.4682,6.2816,-1.6314,-9.2775,,,,,,,,,,,,,,,4,,-4.6729,-4.2068,,1.7503,,-1.1829,-3.9734,-3.9528,3.3476,4.6443,-4.2544,-3.6067,,-5.8492,-11.3255,-7.1555,-0.2997,-4.6729,,,,,,,,,QC'd by NIEHS/NTP
1362,17390022,243,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-ntp-p1/AB08582988-01/24059881,,Inactive,,,,,,,,,,4,0 0 0 0 0 1 0 0 0 0 0 0 0 1,4.8299,-5.9704,,-6.1288,,-7.7343,7.0922,-5.1681,36.0125,5.6163,5.0322,6.2288,,-3.3679,17.0686,9.6902,18.0645,4.8299,,,,,,,,,,,,,,,4,,8.4304,2.9846,,-0.4881,,-12.2892,10.2536,-3.1937,15.6324,4.655,7.2975,19.2308,,1.8857,11.2488,12.4112,-1.4037,8.4304,,,,,,,,,,,,,,,4,,-6.0397,-7.4644,,-6.5824,,2.5857,-3.3389,0.0474,7.816,1.7057,-3.1899,-6.9534,,-4.5559,0.3197,-3.8279,10.591,-6.0397,,,,,,,,,QC'd by NIEHS/NTP
1363,17390023,9223,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-ntp-p1/AB07944758-01/24061019,,Inactive,,,,,,,,,,4,,-34.0131,-4.2454,,-25.3094,,2.7154,-15.2613,-14.7882,-4.2651,-12.3508,-5.7507,-14.5193,,-21.0332,5.3449,-10.1874,-5.7086,-34.0131,,,,,,,,,,,,,,,4,,-9.2173,-0.5749,,-18.0434,,1.3622,-3.3481,-4.0669,-8.962,-10.7986,-4.2698,-10.8173,,-18.1521,-0.0575,-5.308,-14.1792,-9.2173,,,,,,,,,,,,,,,4,,-22.0748,-9.7316,,-10.6039,,-2.5723,-13.2547,-10.9155,-5.2307,-4.7191,-7.8146,-6.4683,,-7.3807,-4.1058,-8.944,-1.1368,-22.0748,,,,,,,,,QC'd by NIEHS/NTP
1364,17390024,7111,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-ntp-p1/AB07985306-01/24061153,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 1 1 0,4.6785,-4.0908,,-9.5651,,0.8602,15.5851,24.7458,17.2396,9.5343,13.5073,26.6851,,12.1772,11.7345,36.4512,33.8079,4.6785,,,,,,,,,,,,,,,4,0 0 0 0 0 0 0 0 1 0 0 0 0 1,1.497,-2.6214,,-12.9031,,-1.6987,1.4476,9.6644,14.2717,17.7138,9.1278,42.7885,,9.8337,13.0417,7.688,12.651,1.497,,,,,,,,,,,,,,,4,,-3.5696,-5.0094,,-0.7753,,1.6718,4.5532,5.4501,-3.3982,-4.3334,-1.2307,-7.8918,,-0.8923,-4.4622,11.5862,6.2374,-3.5696,,,,,,,,,QC'd by NIEHS/NTP
1365,17390025,241,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-ntp-p1/AB08001034-01/24060624,,Inactive,,,,,,,,,,4,,25.9176,-12.2475,,2.9209,,6.7468,20.2081,13.2193,18.195,-6.6689,11.6439,-10.9362,,0.6851,8.0746,-0.4055,7.9121,25.9176,,,,,,,,,,,,,,,4,,16.1481,-3.1841,,-2.3601,,-0.8333,9.6313,-8.0651,-0.1332,-1.2789,11.3778,-2.8846,,-10.5045,-7.2936,-5.4314,-2.6817,16.1481,,,,,,,,,,,,,,,4,,-4.745,-12.5033,,-3.1151,,1.408,-1.0414,7.1913,1.6763,-6.673,-7.0321,-8.7061,,1.6181,1.8751,-3.1308,-1.2104,-4.745,,,,,,,,,QC'd by NIEHS/NTP
1366,17390026,240,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-ntp-p1/AB08582913-01/24060158,,Inconclusive,,,,Partial curve; partial efficacy; poor fit,-4.35,3.132,0.8078,-37.4454,-1.3173,-2.4,1 0 0 0 0 0 0 0 1 0 0 0 0 0,-36.6012,-21.7759,,-6.226,,3.6408,-0.049,-4.8091,-3.3606,-0.1732,-8.0645,-17.8408,,6.399,6.5723,-7.1714,-13.0607,-36.6012,,,,,,,,,,,,,,,4,,-25.4672,-12.2356,,-8.7205,,2.6587,6.6975,0.6977,-13.5643,17.8143,-15.465,-8.8637,,5.0056,5.6168,6.3628,-10.5972,-25.4672,,,,,,,,,,,,,,,4,,-10.6927,-9.2162,,-1.4414,,0.6912,-6.0462,-4.696,0.8824,-9.0154,0.7573,-5.7472,,-1.4138,-3.386,-9.9012,-4.7803,-10.6927,,,,,,,,,QC'd by NIEHS/NTP
1367,17390027,35370,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-ntp-p1/AB02509314-01/24059971,,Inactive,,,,,,,,,,4,,8.0372,-2.8542,,1.9161,,-0.1352,8.0052,-19.1324,7.3201,9.6551,14.9478,-7.5528,,14.5514,16.1628,6.7712,0.5705,8.0372,,,,,,,,,,,,,,,4,0 0 0 0 1 0 0 0 0 0 0 0 0 1,8.7118,24.3865,,14.1196,,2.3558,0.4051,-9.4142,11.3017,7.5686,9.5503,-0.2404,,4.3739,0.5546,6.9192,-0.2508,8.7118,,,,,,,,,,,,,,,4,,-2.7307,-15.4984,,-7.2148,,0.6964,3.783,-4.9297,-4.3639,3.0378,1.8776,-3.3455,,6.1224,7.86,-0.5733,-0.1675,-2.7307,,,,,,,,,QC'd by NIEHS/NTP
1368,17390028,2272,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-ntp-p1/AB08582970-01/24060539,,Inconclusive,,,,,,,,,,4,0 0 1 0 1 0 0 0 0 0 0 0 0 0,15.7189,-33.9809,,-21.4355,,5.4557,-28.453,8.6445,-12.3468,-21.4311,-13.2652,-1.4963,,-15.8541,-9.848,-12.4511,4.7104,15.7189,,,,,,,,,Single point of activity,-4.3,3.9295,0.582,23.9901,-9.5063,3,1 0 0 0 1 0 0 0 0 0 0 0 0 0,32.4617,-22.271,,-21.4986,,-9.0705,-6.675,7.1527,-13.206,-16.4628,-12.621,6.0096,,-8.8563,3.8438,-13.7864,-10.3821,32.4617,,,,,,,,,,,,,,,4,,-15.5548,-12.9558,,-4.9296,,6.142,-16.8429,-3.9224,-6.5407,-5.3389,-6.1851,-7.1893,,-8.4146,-13.3292,-4.3767,2.1102,-15.5548,,,,,,,,,QC'd by NIEHS/NTP
1369,17390029,2268,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-ntp-p1/AB08582984-01/24059956,,Inconclusive,,,,Complete curve; partial efficacy; poor fit,-7.5,4.9549,0.8256,23.5641,-10.5146,1.4,0 1 0 0 0 0 0 1 0 0 0 0 0 1,0.2644,-10.1617,,20.6831,,-9.3309,-1.0942,32.1223,12.8278,20.8691,-7.6325,22.1721,,19.9966,36.2486,18.2524,25.7819,0.2644,,,,,,,,,,,,,,,4,0 0 0 0 0 0 0 1 0 0 0 1 0 0,17.296,-8.5561,,-11.1901,,-11.3261,0.5949,-6.5184,-0.1267,-15.1349,-36.6655,-12.0473,,6.6287,27.0792,-3.0274,17.9121,17.296,,,,,,,,,,,,,,,4,,-14.9916,-9.7519,,10.2414,,-5.0599,-7.9438,15.3414,-1.7482,15.3252,7.8921,13.6309,,0.6647,-1.6324,4.3083,-2.3043,-14.9916,,,,,,,,,QC'd by NIEHS/NTP
1370,17390030,33557,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-ntp-p1/AB07944116-01/24060273,,Inconclusive,,,,Single point of activity,-4.35,3.5117,0.6837,34.7076,-12.7198,3,0 0 1 0 0 0 0 0 0 0 0 0 0 0,34.6317,-21.5949,,-3.7798,,-72.5968,-20.5965,-12.8416,2.7674,-15.6541,-3.4625,-17.4653,,-28.8186,-4.2266,-9.2466,1.6999,34.6317,,,,,,,,,,,,,,,4,0 0 1 0 0 0 0 0 0 0 0 0 0 0,26.4796,-10.7605,,7.6572,,-44.4251,-1.5565,-11.411,3.2962,-5.452,-15.6559,3.0268,,-4.5971,-1.2169,-14.8721,17.5911,26.4796,,,,,,,,,,,,,,,4,,-0.9963,-8.8346,,-7.558,,-19.0593,-11.7563,-0.8728,-3.8072,-4.7776,5.1713,-10.7375,,-14.6616,-4.0355,2.0465,-10.2842,-0.9963,,,,,,,,,QC'd by NIEHS/NTP
1371,17390031,2265,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-ntp-p1/AB07930274-01/24060632,,Inconclusive,,,,,,,,,,4,1 0 0 0 0 1 0 0 0 0 0 0 0 0,8.208,-2.6595,,-28.1863,,-16.7184,-10.9717,-21.6734,13.1899,-4.9454,-0.3145,-3.0571,,-12.1671,-2.469,-3.1216,-5.8868,8.208,,,,,,,,,Complete curve; partial efficacy; poor fit,-4.9,4.9549,0.6868,24.2542,-5.6666,1.4,0 0 0 0 0 0 1 0 0 0 0 0 0 0,32.6094,-5.1866,,-16.6885,,-7.9472,10.7098,-8.3397,0.3942,15.3724,-13.4586,3.5912,,-12.0468,-4.8703,21.436,13.5709,32.6094,,,,,,,,,,,,,,,4,,-11.5859,1.6439,,-3.9515,,0.5965,-8.3506,-3.7196,6.0319,-5.4185,8.841,0.5985,,3.0291,2.2719,-10.1956,-8.4846,-11.5859,,,,,,,,,QC'd by NIEHS/NTP
1372,17390032,65114,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-ntp-p1/AB02509315-01/24060782,,Inactive,,,,,,,,,,4,,-22.1315,-12.0741,,-3.0544,,-6.2199,-9.0482,-81.7879,-3.0698,-4.0811,14.6263,-2.5836,,5.054,-5.6181,-17.3886,4.0567,-22.1315,,,,,,,,,,,,,,,4,0 0 0 0 1 0 0 0 0 0 0 0 0 1,-13.0361,-15.942,,-7.0926,,-17.0032,-16.0314,-36.4551,-12.187,-4.81,-4.3908,8.8942,,7.1386,4.0912,7.5949,11.2001,-13.0361,,,,,,,,,,,,,,,4,0 0 0 0 1 0 0 0 0 0 0 0 0 0,-9.5769,-1.8752,,-0.5106,,6.9881,1.2487,-28.8239,0.3952,0.4136,6.8791,-6.6179,,-3.06,-8.6781,-15.5684,-7.3344,-9.5769,,,,,,,,,QC'd by NIEHS/NTP
1373,17390033,9444,Active,84,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-ntp-p1/AB07930298-01/24061185,,Inhibitor,7.9433,140.47,,Complete curve; high efficacy,-5.4,0.9,0.9515,-141.641,13.1343,-1.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-131.474,3.6307,,2.0762,,10.5475,13.5883,11.1912,17.1721,8.1827,2.6866,-51.2776,,-76.275,-66.0142,-97.469,-137.349,-131.474,,,,,,,,,Complete curve; high efficacy,-5.1,1,0.9452,-130.253,10.2167,-1.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-120.707,-0.5697,,-1.8599,,-0.8654,14.617,25.2453,2.5952,15.1279,7.2975,-1.4423,,-51.526,-61.7097,-69.6596,-110.631,-120.707,,,,,,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 1 0 0 1,-8.5952,-2.2688,,-0.6646,,6.5932,-3.2329,-8.8267,2.2268,-3.5641,-5.8254,-26.9536,,-19.0169,-4.7479,-21.9124,-25.1502,-8.5952,,,,,,,,,QC'd by NIEHS/NTP
1374,17390034,17170,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-ntp-p1/AB07981167-01/24060755,,Inactive,,,,,,,,,,4,,3.2529,7.1992,,-9.8712,,1.3187,1.3399,0.4093,1.5676,-9.1541,12.2378,-2.0132,,-11.166,-0.035,-10.0141,-11.9656,3.2529,,,,,,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,18.2431,-7.5615,,-13.4581,,-0.0975,0.8884,-1.3652,-4.3525,-17.0057,-5.8532,-10.0975,,-5.6179,-9.2908,-4.4149,9.5944,18.2431,,,,,,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-15.0499,3.8101,,-1.8417,,-0.7942,-4.8225,-1.8683,-2.5224,3.7888,6.8197,3.1644,,-7.8319,0.9943,-7.7069,-17.3011,-15.0499,,,,,,,,,QC'd by NIEHS/NTP
1375,17390035,2256,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-ntp-p1/AB02911332-01/24060279,,Inconclusive,,,,Partial curve; partial efficacy; poor fit,-4.4,2.5334,0.8964,-47.9432,8.922,-2.4,1 0 0 0 0 0 0 0 0 0 0 0 0 0,-42.3876,-8.6502,,15.3745,,8.2271,0.2315,16.052,15.7412,6.2571,10.0876,5.0243,,2.2512,10.6666,-1.3664,-16.6157,-42.3876,,,,,,,,,,,,,,,4,1 0 0 0 0 0 0 0 0 0 0 0 0 0,3.9133,5.7628,,12.3082,,10.9135,7.2926,12.3185,19.7993,17.6088,19.7098,6.9712,,7.4745,17.2737,-6.2695,0.4468,3.9133,,,,,,,,,,,,,,,4,1 0 0 0 0 0 0 0 0 0 0 0 0 0,-27.9472,-10.9399,,-0.2507,,0.0258,-5.5404,0.7773,-6.5196,-5.2238,-7.7707,-0.3804,,-3.5372,-6.5464,2.1706,-11.3507,-27.9472,,,,,,,,,QC'd by NIEHS/NTP
1376,17390036,2244,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-ntp-p1/AB07944096-01/24060243,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0 1 0,5.1724,-13.6514,,0.7636,,-20.5511,-0.7235,2.5744,-14.6186,-0.7546,9.5421,11.4191,,5.1506,7.1602,6.303,28.2117,5.1724,,,,,,,,,,,,,,,4,,13.7688,-11.6164,,-2.1403,,-6.6585,10.147,5.6622,-1.9883,-14.6023,-11.9044,-11.7387,,-1.7867,0.1645,-3.4985,-1.499,13.7688,,,,,,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0 0 1,-14.8512,-11.6056,,-7.6218,,-13.3306,-13.4187,-9.4323,-16.9056,0.7906,1.3502,5.2211,,-4.748,-6.4911,-4.5351,4.0994,-14.8512,,,,,,,,,QC'd by NIEHS/NTP
1377,17390037,134601,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-ntp-p1/AB07944778-01/24060053,,Inactive,,,,,,,,,,4,,-5.8982,9.9184,,-7.9721,,10.6131,8.432,14.9262,5.7401,5.6189,-2.9014,22.2484,,5.3089,0.3477,9.9634,12.164,-5.8982,,,,,,,,,,,,,,,4,0 0 0 0 1 0 0 0 1 0 0 0 0 0,-21.2241,9.4896,,1.7701,,-10.1589,-15.5293,10.5131,-12.0203,-18.1885,-19.3233,17.0687,,-25.2056,-22.9043,10.2708,-10.7934,-21.2241,,,,,,,,,,,,,,,4,,-1.3177,-3.4813,,-2.4258,,6.4079,-1.8361,1.7923,-6.6249,0.7642,-7.1739,-4.045,,3.9127,4.9862,-9.0861,4.7843,-1.3177,,,,,,,,,QC'd by NIEHS/NTP
1378,17390038,54670067,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-ntp-p1/AB08006779-01/24060335,,Inconclusive,,,,Complete curve; partial efficacy; poor fit,-7.35,4.9549,0.4948,14.0673,-6.7665,1.4,1 0 0 0 0 0 0 0 0 0 0 0 0 0,33.2253,9.91,,-5.3637,,-2.2354,-12.1111,14.1113,17.3756,18.5469,11.0842,5.9891,,0.5726,23.1261,7.5099,5.7395,33.2253,,,,,,,,,,,,,,,4,1 0 0 0 0 1 0 0 0 0 0 0 0 1,43.9636,8.2882,,-4.7491,,5.8065,14.8488,21.8099,27.4857,15.5314,10.5908,6.8962,,10.1202,10.0341,10.2659,19.0918,43.9636,,,,,,,,,,,,,,,4,,-9.4727,-2.1743,,-1.5456,,-3.2498,-16.1157,-4.794,-8.8366,2.7294,-2.0205,0.0789,,-6.4384,4.6924,-3.0994,-9.2819,-9.4727,,,,,,,,,QC'd by NIEHS/NTP
1379,17390039,227,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-ntp-p1/AB07975492-01/24061168,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 1 0 0 1 0,-28.905,-8.6505,,0.127,,-4.3249,1.0552,4.4245,-10.2124,-4.199,0.367,-10.0728,,-18.1647,-12.038,-6.3574,-2.958,-28.905,,,,,,,,,,,,,,,4,1 0 0 0 1 0 0 0 0 0 0 0 0 0,-12.0887,-7.7725,,7.8546,,3.519,2.8404,15.8633,8.7744,6.744,9.4767,7.3811,,-4.4056,-2.1158,-2.4443,-6.6102,-12.0887,,,,,,,,,,,,,,,4,,-11.0715,-2.0231,,-4.3881,,-1.1077,-1.1405,-5.4597,-11.926,-3.3073,-5.7678,-7.3261,,-6.8089,-6.2613,-2.2849,1.0749,-11.0715,,,,,,,,,QC'd by NIEHS/NTP
